,"TIIE de Fondeo a Un Día Hábil Bancario, Mediana ponderada por volumen","TIIE a 28 días, Tasa de interés en por ciento anual","Tasas de interés interbancarias Por ciento anual, TIIE a 91 días", Tarjetas vigentes al cierre del trimestre (todas las marcas), (todas las marcas) B, (todas las marcas) C, (todas las marcas) D, (todas las marcas) E, (todas las marcas) F, (todas las marcas) G, (todas las marcas) H, (todas las marcas) I, (todas las marcas) J, (todas las marcas) K, (todas las marcas) L, (todas las marcas) M, (todas las marcas) N, (todas las marcas) O, (todas las marcas) P, (todas las marcas) Q, (todas las marcas) R, (todas las marcas) S, (todas las marcas) T, (todas las marcas) U, (todas las marcas) V, (todas las marcas) W, (todas las marcas) X, (todas las marcas) Y, Tarjetas vigentes al cierre del trimestre (mastercard), (mastercard) B, (mastercard) C, (mastercard) D, (mastercard) E, (mastercard) F, (mastercard) G, (mastercard) H, (mastercard) I, (mastercard) J, (mastercard) K, (mastercard) M, (mastercard) N, (mastercard) O, (mastercard) T, (mastercard) U, (mastercard) V, (mastercard) W, (mastercard) X, (mastercard) Y, Tarjetas vigentes al cierre del trimestre (visa), (visa) B, (visa) C, (visa) D, (visa) E, (visa) F, (visa) G, (visa) H, (visa) I, (visa) J, (visa) K, (visa) L, (visa) M, (visa) N, (visa) O, (visa) Q, (visa) R, (visa) S, (visa) T, (visa) U, Tarjetas vigentes al cierre del trimestre (otras marcas), (otras marcas) C, (otras marcas) E, (otras marcas) Q, (otras marcas) P, Tarjetas utilizadas durante el trimestre, Cuentas con tarjetas,TIIE a 28 días,TIIE a 91 días,TIIE a 182 días,Fondeo promedio ponderado bancario,Fondeo promedio ponderado gubernamental,Todos los clientes con y sin promociones,Clientes no totaleros con y sin promociones,Clientes no totaleros sin promociones,CCP,CCPO,CCP-Udis,CCP-Dólares,CPP,Banca de Desarrollo,Total corto plazo,Certificados bursátiles a corto plazo,Cetes 28 días - Plazo,Cetes 28 días - Precio Limpio,Cetes 28 días - Precio Sucio,Cetes 28 días - Tasa Rendimiento,Cetes 91 días - Plazo,Cetes 91 días - Precio Limpio,Cetes 91 días - Precio Sucio,Cetes 91 días - Tasa Rendimiento,Cetes 182 días - Plazo,Cetes 182 días - Precio Limpio,Cetes 182 días - Precio Sucio,Cetes 182 días - Tasa Rendimiento,Cetes 364 días - Plazo,Cetes 364 días - Precio Limpio,Cetes 364 días - Precio Sucio,Cetes 364 días - Tasa Rendimiento,Bonos 3 a 5 años - Plazo,Bonos 3 a 5 años - Precio Limpio,Bonos 3 a 5 años - Precio Sucio,Bonos 3 a 5 años - Cupón Vigente,Bonos 7 a 10 años - Plazo,Bonos 7 a 10 años - Precio Limpio,Bonos 7 a 10 años - Precio Sucio,Bonos 7 a 10 años - Cupón Vigente,Bonos 10 a 20 años - Plazo,Bonos 10 a 20 años - Precio Limpio,Bonos 10 a 20 años - Precio Sucio,Bonos 10 a 20 años - Cupón Vigente,Bonos 20 a 30 años - Plazo,Bonos 20 a 30 años - Precio Limpio,Bonos 20 a 30 años - Precio Sucio,Bonos 20 a 30 años - Cupón Vigente,Udibonos 30 años - Plazo,Udibonos 30 años - Precio Limpio,Udibonos 30 años - Precio Sucio,"Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","SSC e INPC, Subyacente, Mercancías","SSC e INPC, Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","SSC e INPC, Subyacente, Mercancías, Mercancías no Alimenticias","SSC e INPC, Subyacente, Servicios","SSC e INPC, Subyacente, Servicios, Vivienda","SSC e INPC, Subyacente, Servicios, Educación (colegiaturas)","SSC e INPC, Subyacente, Servicios, Otros Servicios","SSC e INPC, No Subyacente","SSC e INPC, No Subyacente, Agropecuarios","SSC e INPC, No Subyacente, Agropecuarios, Frutas y Verduras","SSC e INPC, No Subyacente, Agropecuarios, Pecuarios","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno",TIIE de Fondeo a Un Día Hábil Bancario,Tasa de fondeo bancario,Tasa de fondeo gubernamental,TIIE a 28 días,TIIE a 91 días,Tasa objetivo,"INPC, Variación mensual","INPC, Variación acumulada","INPC, variación anual","Inflación, Subyacente, Mensual","Inflación, Subyacente, Acumulada en el año","Inflación, Subyacente, Anual","Inflación, No subyacente, Mensual","Inflación, No subyacente, Acumulada en el año","Inflación, No subyacente, Anual"
2017-11,7.04,7.375,7.41,30601666.0,17266.666666666668,6524366.333333333,9885246.0,3464791.0,1206241.0,73875.33333333333,0.0,1900149.6666666667,0.0,525704.3333333334,147690.0,336449.3333333333,32222.0,2175560.3333333335,694205.0,4722.666666666667,12164.0,77658.66666666667,639.3333333333334,3522489.3333333335,0.0,0.0,225.0,0.0,11829428.666666666,3366.0,5499750.666666667,1312983.0,2380754.3333333335,191424.0,479.6666666666667,0.0,1338498.6666666667,0.0,453570.3333333333,11315.0,25849.666666666668,609919.3333333334,639.3333333333334,653.6666666666667,0.0,0.0,225.0,0.0,17297541.333333332,13900.666666666666,297328.6666666667,8572263.0,1030832.6666666666,1014817.0,73395.66666666667,0.0,561651.0,0.0,72134.0,147690.0,325134.3333333333,6372.333333333333,1565641.0,4722.666666666667,12164.0,77658.66666666667,0.0,3521835.6666666665,1474696.0,727287.0,53204.0,0.0,694205.0,22780887.0,17126076.666666668,7.38,7.41,7.56,7.02,7.03,25.1046,33.6126,43.8779,6.15,6.14,4.48,4.26,4.66,6.98,7.32,7.32,29.0,9.94373,9.94373,7.02477,92.0,9.821551,9.821551,7.109658,176.0,9.659969,9.659969,7.200002,344.0,9.350663,9.350663,7.267278,1681.0,97.790089,100.299811,6.5,3501.0,101.646193,104.542026,7.5,6959.0,125.294706,129.155817,10.0,10963.0,104.946871,108.03576,8.0,10599.0,609.74616,618.761715,97.677144,97.563557,97.677144,97.563557,97.471971,96.634281,98.188264,97.643777,98.105854,98.872823,96.788658,98.007817,99.386411,102.267116,97.585367,97.196643,97.115716,97.360705,7.04,7.02,7.04,7.375,7.41,7.0,1.03,6.15,6.63,0.34,4.43,4.9,3.06,11.41,11.97
2017-12,7.11,7.3911,7.4525,28462930.0,17871.333333333332,6537172.666666667,7825745.0,3465422.0,1201901.0,74146.66666666667,0.0,1894494.3333333333,0.0,528727.6666666666,150974.0,333657.6666666667,32198.0,2144777.6666666665,702287.0,4612.333333333333,10810.0,78373.33333333333,643.6666666666666,3458870.6666666665,0.0,0.0,245.0,0.0,11518400.333333334,3490.0,5524949.333333333,975355.0,2387381.6666666665,192978.0,475.3333333333333,0.0,1330350.3333333333,0.0,455755.6666666667,11479.0,25828.333333333332,608402.6666666666,643.6666666666666,1066.3333333333335,0.0,0.0,245.0,0.0,15459766.666666666,14381.333333333334,282436.3333333333,6850390.0,1025351.3333333334,1008923.0,73671.33333333333,0.0,564144.0,0.0,72972.0,150974.0,322178.6666666667,6369.666666666667,1536375.0,4612.333333333333,10810.0,78373.33333333333,0.0,3457804.3333333335,1484763.0,729787.0,52689.0,0.0,702287.0,22652810.0,17195911.333333332,7.51,7.56,7.75,7.21,7.22,24.862000000000002,33.3493,43.9919,6.16,6.17,4.53,4.22,4.62,7.06,7.43,7.43,27.0,9.947943,9.947943,6.977255,90.0,9.824202,9.824202,7.157752,174.0,9.660996,9.660996,7.259993,314.0,9.402103,9.402103,7.290784,1651.0,97.678553,100.729942,6.5,3471.0,101.708124,105.228957,7.5,6929.0,125.364272,130.058716,10.0,10933.0,105.301188,109.056744,8.0,10569.0,618.85785,629.918847,98.137659,97.981635,98.137659,97.981635,97.703506,97.111439,98.20977,98.225247,98.294444,98.872823,97.953471,98.58879,99.912957,103.278516,97.808778,97.809641,97.884111,97.65867,7.11,7.1,7.1,7.3911,7.4525,7.0,0.59,6.77,6.77,0.42,4.87,4.87,1.09,12.62,12.62
2018-01,7.32,7.6311,7.665,26324194.0,18476.0,6549979.0,5766244.0,3466053.0,1197561.0,74418.0,0.0,1888839.0,0.0,531751.0,154258.0,330866.0,32174.0,2113995.0,710369.0,4502.0,9456.0,79088.0,648.0,3395252.0,0.0,0.0,265.0,0.0,11207372.0,3614.0,5550148.0,637727.0,2394009.0,194532.0,471.0,0.0,1322202.0,0.0,457941.0,11643.0,25807.0,606886.0,648.0,1479.0,0.0,0.0,265.0,0.0,13621992.0,14862.0,267544.0,5128517.0,1019870.0,1003029.0,73947.0,0.0,566637.0,0.0,73810.0,154258.0,319223.0,6367.0,1507109.0,4502.0,9456.0,79088.0,0.0,3393773.0,1494830.0,732287.0,52174.0,0.0,710369.0,22524733.0,17265746.0,7.64,7.7,7.89,7.29,7.3,24.6194,33.086,44.1059,6.27,6.28,4.57,4.24,4.69,7.17,7.6,7.6,23.0,9.954418,9.954418,7.167244,85.0,9.82962,9.82962,7.341173,170.0,9.656656,9.656656,7.529329,338.0,9.319269,9.319269,7.779998,1619.0,96.163119,96.506175,6.5,3439.0,99.589491,99.985324,7.5,6897.0,122.842218,123.369996,10.0,10901.0,103.009103,103.431325,8.0,10537.0,621.08975,622.34328,98.642496544263,98.131934167517,98.642496544263,98.131934167517,98.245677087559,97.941815168236,98.505503223388,98.032307427839,98.522843818923,99.061566436266,97.209938876126,100.119801062966,101.376279682615,104.872333253918,99.190514425482,99.380480376157,99.837584726647,98.453801743967,7.32,7.31,7.32,7.6311,7.665,7.25,0.53,0.53,5.55,0.28,0.28,4.56,1.24,1.24,8.44
2018-02,7.35,7.66,7.74,26522697.333333332,18550.0,6568828.0,5773818.0,3466618.0,1199033.3333333333,73985.33333333333,0.0,1888525.6666666667,0.0,534991.6666666666,157435.33333333334,331388.6666666667,32121.0,2118245.6666666665,722040.0,4497.0,10644.333333333334,79256.0,651.3333333333334,3541794.0,0.0,0.0,274.0,0.0,11267008.333333334,3630.0,5574288.666666667,636095.0,2405598.6666666665,205283.33333333334,471.6666666666667,0.0,1322184.0,0.0,459954.3333333333,11716.666666666666,25761.333333333332,619478.0,651.3333333333334,1621.3333333333333,0.0,0.0,274.0,0.0,13746168.666666666,14920.0,259447.33333333334,5137723.0,1008631.0,993750.0,73513.66666666667,0.0,566341.6666666666,0.0,75037.33333333333,157435.33333333334,319672.0,6359.666666666667,1498767.6666666667,4497.0,10644.333333333334,79256.0,0.0,3540172.6666666665,1509520.3333333333,735092.0,52388.333333333336,0.0,722040.0,22824661.0,17520554.0,7.78,7.84,7.95,7.49,7.49,25.049349999999997,33.51805,44.737049999999996,6.36,6.37,4.57,4.5,4.86,7.3,7.61,7.61,28.0,9.943943,9.943943,7.247958,91.0,9.815666,9.815666,7.429281,182.0,9.629994,9.629994,7.600005,364.0,9.282849,9.282849,7.640652,1589.0,96.612414,97.497136,6.5,3409.0,99.534362,100.555195,7.5,7595.0,107.394103,108.551047,8.5,10871.0,102.059295,103.148184,8.0,10507.0,624.749836,628.001961,99.150339563676,98.664941111204,99.150339563676,98.664941111204,98.76029186526,98.567543897868,98.925106724786,98.581423959171,98.805261194057,99.736739410368,97.993573608076,100.555265551588,99.739690850984,98.25976487547,100.664954355781,101.035155331187,101.879605100427,99.323218972991,7.35,7.35,7.35,7.66,7.74,7.25,0.38,0.91,5.34,0.49,0.77,4.27,0.08,1.32,8.49
2018-03,7.63,7.8294,7.8652,26721200.666666668,18624.0,6587677.0,5781392.0,3467183.0,1200505.6666666667,73552.66666666667,0.0,1888212.3333333333,0.0,538232.3333333334,160612.66666666666,331911.3333333333,32068.0,2122496.3333333335,733711.0,4492.0,11832.666666666666,79424.0,654.6666666666666,3688336.0,0.0,0.0,283.0,0.0,11326644.666666666,3646.0,5598429.333333333,634463.0,2417188.3333333335,216034.66666666666,472.3333333333333,0.0,1322166.0,0.0,461967.6666666667,11790.333333333334,25715.666666666668,632070.0,654.6666666666666,1763.6666666666667,0.0,0.0,283.0,0.0,13870345.333333334,14978.0,251350.66666666666,5146929.0,997392.0,984471.0,73080.33333333333,0.0,566046.3333333334,0.0,76264.66666666667,160612.66666666666,320121.0,6352.333333333333,1490426.3333333333,4492.0,11832.666666666666,79424.0,0.0,3686572.3333333335,1524210.6666666667,737897.0,52602.666666666664,0.0,733711.0,23124589.0,17775362.0,7.83,7.86,7.95,7.56,7.57,25.4793,33.9501,45.3682,6.48,6.45,4.57,4.22,5.01,7.38,7.77,7.77,27.0,9.944286,9.944286,7.470153,91.0,9.810426,9.810426,7.644552,182.0,9.621711,9.621711,7.776828,336.0,9.31986,9.31986,7.819017,1561.0,96.349278,97.739556,6.5,3381.0,99.30764,100.911807,7.5,7567.0,106.8217,108.639756,8.5,10843.0,101.363836,103.074947,8.0,10479.0,611.772615,616.908999,99.485395756957,99.031024391615,99.485395756957,99.031024391615,99.074381367269,98.766532441136,99.337616711297,98.993048277339,99.022271809184,99.780475826782,98.718917503102,100.801436584052,99.359313516878,95.410124793158,101.828383092053,101.649991744458,102.69594292342,99.529555553439,7.63,7.61,7.63,7.8294,7.8652,7.5,0.32,1.24,5.04,0.33,1.11,4.02,0.3,1.63,8.03
2018-04,7.55,7.8503,7.8725,26919704.0,18698.0,6606526.0,5788966.0,3467748.0,1201978.0,73120.0,0.0,1887899.0,0.0,541473.0,163790.0,332434.0,32015.0,2126747.0,745382.0,4487.0,13021.0,79592.0,658.0,3834878.0,0.0,0.0,292.0,0.0,11386281.0,3662.0,5622570.0,632831.0,2428778.0,226786.0,473.0,0.0,1322148.0,0.0,463981.0,11864.0,25670.0,644662.0,658.0,1906.0,0.0,0.0,292.0,0.0,13994522.0,15036.0,243254.0,5156135.0,986153.0,975192.0,72647.0,0.0,565751.0,0.0,77492.0,163790.0,320570.0,6345.0,1482085.0,4487.0,13021.0,79592.0,0.0,3832972.0,1538901.0,740702.0,52817.0,0.0,745382.0,23424517.0,18030170.0,7.84,7.86,7.91,7.53,7.54,25.387549999999997,33.99865,45.4073,6.48,6.49,4.57,4.22,5.04,7.37,8.42,8.42,24.0,9.950441,9.950441,7.470875,87.0,9.818467,9.818467,7.650594,178.0,9.632902,9.632902,7.707391,360.0,9.281577,9.281577,7.740312,1529.0,97.25294,99.220996,6.5,3349.0,100.780638,103.051471,7.5,7535.0,108.57094,111.144551,8.5,10811.0,103.570472,105.992694,8.0,10447.0,612.684023,619.979191,99.154095799026,99.153601659644,99.154095799026,99.153601659644,99.387131612944,98.971420366798,99.742597829093,98.949054177923,99.240024517249,99.785872975134,98.391086240351,99.155012799494,99.484486048521,96.125520986993,101.584542292411,98.961148467099,98.592665670672,99.708166371186,7.55,7.55,7.54,7.8503,7.8725,7.5,-0.34,0.9,4.55,0.15,1.25,3.71,-1.72,-0.12,7.07
2018-05,7.6,7.8508,7.8682,27011717.333333332,18659.666666666668,6597348.333333333,5805098.666666667,3473814.3333333335,1211249.6666666667,77151.33333333333,0.0,1888782.3333333333,0.0,548032.3333333334,166675.33333333334,335317.3333333333,32015.0,2116836.0,758294.3333333334,4384.0,15105.333333333334,80686.66666666667,704.3333333333334,3881261.6666666665,0.0,0.0,300.6666666666667,0.0,11449068.666666666,3638.6666666666665,5621916.666666667,658880.6666666666,2443202.3333333335,240751.33333333334,684.3333333333334,0.0,1327467.6666666667,0.0,468721.0,11851.0,25670.0,643240.0,704.3333333333334,2040.0,0.0,0.0,300.6666666666667,0.0,14011568.0,15021.0,236023.33333333334,5146218.0,977234.0,970498.3333333334,76467.0,0.0,561314.6666666666,0.0,79311.33333333333,166675.33333333334,323466.3333333333,6345.0,1473596.0,4384.0,15105.333333333334,80686.66666666667,0.0,3879221.6666666665,1551080.6666666667,739408.3333333334,53378.0,0.0,758294.3333333334,22947792.666666668,18149380.666666668,7.85,7.89,7.96,7.56,7.58,25.2958,34.0472,45.4464,6.51,6.52,4.57,4.15,5.06,7.4,7.89,7.89,22.0,9.954542,9.954542,7.472551,85.0,9.822636,9.822636,7.647527,176.0,9.638199,9.638199,7.678276,330.0,9.342469,9.342469,7.677912,2045.0,102.774664,105.863553,8.0,3319.0,99.794295,102.690128,7.5,7505.0,108.549283,111.831227,8.5,10781.0,103.367802,106.456691,8.0,10417.0,615.880525,625.183376,98.867870665304,99.379218794608,98.867870665304,99.379218794608,99.522419208457,99.21680192068,99.783746324006,99.25379041334,99.4433897706,99.810535673567,98.88665765831,97.389459120657,98.149051730517,92.890688560969,101.436629363684,96.942509589468,95.487719662734,99.891776508524,7.6,7.59,7.6,7.8508,7.8682,7.5,-0.16,0.73,4.51,0.26,1.51,3.69,-1.38,-1.5,6.99
2018-06,7.6,7.855,7.94,27103730.666666668,18621.333333333332,6588170.666666667,5821231.333333333,3479880.6666666665,1220521.3333333333,81182.66666666667,0.0,1889665.6666666667,0.0,554591.6666666666,169560.66666666666,338200.6666666667,32015.0,2106925.0,771206.6666666666,4281.0,17189.666666666668,81781.33333333333,750.6666666666666,3927645.3333333335,0.0,0.0,309.3333333333333,0.0,11511856.333333334,3615.3333333333335,5621263.333333333,684930.3333333334,2457626.6666666665,254716.66666666666,895.6666666666667,0.0,1332787.3333333333,0.0,473461.0,11838.0,25670.0,641818.0,750.6666666666666,2174.0,0.0,0.0,309.3333333333333,0.0,14028614.0,15006.0,228792.66666666666,5136301.0,968315.0,965804.6666666666,80287.0,0.0,556878.3333333334,0.0,81130.66666666667,169560.66666666666,326362.6666666667,6345.0,1465107.0,4281.0,17189.666666666668,81781.33333333333,0.0,3925471.3333333335,1563260.3333333333,738114.6666666666,53939.0,0.0,771206.6666666666,22471068.333333332,18268591.333333332,7.93,8.02,8.12,7.63,7.64,25.1973,34.013149999999996,45.42715,6.61,6.62,4.57,4.27,5.1,7.47,7.84,7.84,27.0,9.943871,9.943871,7.52611,90.0,9.809948,9.809948,7.749358,174.0,9.633556,9.633556,7.869991,356.0,9.270218,9.270218,7.960781,2015.0,100.813055,104.568611,8.0,3289.0,97.87098,101.391813,7.5,7475.0,105.666314,109.656592,8.5,10751.0,100.428477,104.184033,8.0,10387.0,613.048339,624.323998,99.254011659355,99.616211270444,99.254011659355,99.616211270444,99.738685773651,99.450131920181,99.985422294213,99.50893658968,99.658662435574,99.870185113847,99.243325530613,98.207467947303,97.353466113887,91.660763006866,100.912597121635,98.709968516974,98.125465029814,99.894920905691,7.6,7.59,7.6,7.855,7.94,7.5,0.39,1.12,4.65,0.23,1.75,3.62,0.84,-0.67,7.79
2018-07,7.77,8.1004,8.1415,27195744.0,18583.0,6578993.0,5837364.0,3485947.0,1229793.0,85214.0,0.0,1890549.0,0.0,561151.0,172446.0,341084.0,32015.0,2097014.0,784119.0,4178.0,19274.0,82876.0,797.0,3974029.0,0.0,0.0,318.0,0.0,11574644.0,3592.0,5620610.0,710980.0,2472051.0,268682.0,1107.0,0.0,1338107.0,0.0,478201.0,11825.0,25670.0,640396.0,797.0,2308.0,0.0,0.0,318.0,0.0,14045660.0,14991.0,221562.0,5126384.0,959396.0,961111.0,84107.0,0.0,552442.0,0.0,82950.0,172446.0,329259.0,6345.0,1456618.0,4178.0,19274.0,82876.0,0.0,3971721.0,1575440.0,736821.0,54500.0,0.0,784119.0,21994344.0,18387802.0,8.1,8.15,8.21,7.79,7.81,25.0988,33.9791,45.4079,6.74,6.75,4.57,4.2,5.21,7.66,8.02,8.02,24.0,9.948966,9.948966,7.694367,87.0,9.812643,9.812643,7.900729,171.0,9.633644,9.633644,8.006065,325.0,9.315967,9.315967,8.133327,1984.0,101.14169,101.54169,8.0,3258.0,98.829067,99.204067,7.5,7444.0,107.261539,107.686539,8.5,10720.0,102.097385,102.497385,8.0,10356.0,621.483048,622.685862,99.818949456097,99.948583892339,99.818949456097,99.948583892339,99.97033174167,99.902744326503,100.028124363193,99.92953508198,99.906270053341,99.977218881049,99.938617496227,99.443559711519,99.29036285133,97.745802774141,100.256036198484,99.53370180086,99.299801523844,100.007883218196,7.77,7.77,7.78,8.1004,8.1415,7.75,0.54,1.66,4.81,0.29,2.04,3.63,1.27,0.59,8.38
2018-08,7.83,8.1,8.1575,27284099.333333332,18785.333333333332,6503606.333333333,5883540.0,3488760.6666666665,1255930.6666666667,86546.66666666667,0.0,1903892.6666666667,0.0,564945.0,175330.33333333334,345246.3333333333,31939.333333333332,2105814.3333333335,797701.6666666666,4175.666666666667,16593.666666666668,76016.33333333333,783.0,4024173.3333333335,0.0,0.0,318.0,0.0,11613599.0,3606.3333333333335,5581430.333333333,757981.6666666666,2481714.0,272539.3333333333,1107.0,0.0,1355112.6666666667,0.0,480481.3333333333,10980.333333333334,25608.0,639435.3333333334,783.0,2501.6666666666665,0.0,0.0,318.0,0.0,14110858.0,15179.0,215039.66666666666,5125558.333333333,952242.3333333334,983391.3333333334,85439.66666666667,0.0,548780.0,0.0,84463.66666666667,175330.33333333334,334266.0,6331.333333333333,1466379.0,4175.666666666667,16593.666666666668,76016.33333333333,0.0,4021671.6666666665,1559642.3333333333,707136.3333333334,54804.333333333336,0.0,797701.6666666666,22140910.333333332,18470963.0,8.11,8.14,8.21,7.79,7.8,25.419600000000003,34.3051,45.6626,6.85,6.86,4.57,4.1,5.36,7.71,8.04,8.04,22.0,9.952725,9.952725,7.772654,85.0,9.817049,9.817049,7.892915,169.0,9.63774,9.63774,8.006837,351.0,9.263942,9.263942,8.149137,1954.0,101.112073,102.17874,8.0,3228.0,98.265481,99.265481,7.5,7414.0,106.2555,107.388833,8.5,10690.0,101.440244,102.506911,8.0,10326.0,639.276093,642.498334,100.343,100.1754280946,100.343,100.1754280946,100.2993629035,100.2704421048,100.3296771069,100.0416165678,100.0473293498,101.3470108382,99.7629473661,100.862428944,100.8932634829,102.7955005027,99.3480880803,100.8402875879,101.1332832787,100.1554744502,7.83,7.82,7.83,8.1,8.1575,7.75,0.58,2.26,4.9,0.25,2.29,3.63,1.61,2.21,8.8
2018-09,7.79,8.1086,8.1491,27372454.666666668,18987.666666666668,6428219.666666667,5929716.0,3491574.3333333335,1282068.3333333333,87879.33333333333,0.0,1917236.3333333333,0.0,568739.0,178214.66666666666,349408.6666666667,31863.666666666668,2114614.6666666665,811284.3333333334,4173.333333333333,13913.333333333332,69156.66666666667,769.0,4074317.6666666665,0.0,0.0,318.0,0.0,11652554.0,3620.6666666666665,5542250.666666667,804983.3333333334,2491377.0,276396.6666666667,1107.0,0.0,1372118.3333333333,0.0,482761.6666666667,10135.666666666666,25546.0,638474.6666666666,769.0,2695.3333333333335,0.0,0.0,318.0,0.0,14176056.0,15367.0,208517.33333333334,5124732.666666667,945088.6666666666,1005671.6666666666,86772.33333333333,0.0,545118.0,0.0,85977.33333333333,178214.66666666666,339273.0,6317.666666666667,1476140.0,4173.333333333333,13913.333333333332,69156.66666666667,0.0,4071622.3333333335,1543844.6666666667,677451.6666666666,55108.666666666664,0.0,811284.3333333334,22287476.666666668,18554124.0,8.11,8.17,8.22,7.79,7.8,25.7404,34.6311,45.9173,6.9,6.9,4.57,4.16,5.46,7.73,8.15,8.15,24.0,9.948849,9.948849,7.712098,87.0,9.812893,9.812893,7.889986,178.0,9.618796,9.618796,8.01529,318.0,9.330704,9.330704,8.120433,1921.0,100.534433,102.334433,8.0,3195.0,97.328754,99.016254,7.5,7381.0,104.8734,106.7859,8.5,10657.0,99.555742,101.355742,8.0,10293.0,630.770559,636.238324,100.865,100.4547173045,100.865,100.4547173045,100.6580563221,100.6392000285,100.6778211124,100.2351736214,100.288370131,103.4985294668,99.5034764583,102.132303868,101.8117128977,103.5437957357,100.404752688,102.3625106136,103.2200150116,100.3582822384,7.79,7.77,7.79,8.1086,8.1491,7.75,0.42,2.69,5.02,0.32,2.62,3.67,0.73,2.96,9.15
2018-10,7.84,8.12,8.1725,27460810.0,19190.0,6352833.0,5975892.0,3494388.0,1308206.0,89212.0,0.0,1930580.0,0.0,572533.0,181099.0,353571.0,31788.0,2123415.0,824867.0,4171.0,11233.0,62297.0,755.0,4124462.0,0.0,0.0,318.0,0.0,11691509.0,3635.0,5503071.0,851985.0,2501040.0,280254.0,1107.0,0.0,1389124.0,0.0,485042.0,9291.0,25484.0,637514.0,755.0,2889.0,0.0,0.0,318.0,0.0,14241254.0,15555.0,201995.0,5123907.0,937935.0,1027952.0,88105.0,0.0,541456.0,0.0,87491.0,181099.0,344280.0,6304.0,1485901.0,4171.0,11233.0,62297.0,0.0,4121573.0,1528047.0,647767.0,55413.0,0.0,824867.0,22434043.0,18637285.0,8.12,8.17,8.22,7.81,7.81,25.4045,34.77235,46.16305,6.91,6.89,4.41,4.09,5.41,7.74,8.23,8.23,24.0,9.949054,9.949054,7.681032,87.0,9.813125,9.813125,7.880016,178.0,9.619496,9.619496,7.999989,346.0,9.280211,9.280211,8.070004,1893.0,101.083782,103.506004,8.0,3167.0,97.418722,99.689555,7.5,7353.0,103.846849,106.42046,8.5,10629.0,98.539587,100.961809,8.0,10265.0,627.813722,635.211068,101.372,100.805389841,101.372,100.805389841,100.9878278598,101.0175945562,100.9566270033,100.6084128168,100.4591783111,103.5100336772,100.1348461137,103.1218912801,100.3349666896,101.0047338401,99.7909189627,105.1230981129,107.0888782242,100.5285184378,7.84,7.82,7.83,8.12,8.1725,7.75,0.52,3.22,4.9,0.31,2.94,3.73,1.15,4.14,8.5
2018-11,7.87,8.1675,8.275,27530585.333333332,19102.333333333332,6283329.666666667,6020684.0,3505149.3333333335,1329971.6666666667,90048.0,0.0,1929741.0,0.0,573665.6666666666,184342.0,356656.6666666667,31740.0,2117879.0,836268.3333333334,4173.333333333333,10601.0,61236.333333333336,711.0,4174965.3333333335,0.0,0.0,320.6666666666667,0.0,11641233.0,3626.3333333333335,5438863.666666667,861925.3333333334,2508282.3333333335,280841.3333333333,1107.0,0.0,1391059.0,0.0,485828.3333333333,9541.333333333334,25444.333333333332,630634.3333333334,711.0,3048.0,0.0,0.0,320.6666666666667,0.0,14355979.333333334,15476.0,203282.66666666666,5158758.666666667,940945.6666666666,1049130.3333333333,88941.0,0.0,538682.0,0.0,87837.33333333333,184342.0,347115.3333333333,6295.666666666667,1487244.6666666667,4173.333333333333,10601.0,61236.333333333336,0.0,4171917.3333333335,1533373.0,641183.3333333334,55921.333333333336,0.0,836268.3333333334,22455417.666666668,18332905.0,8.25,8.37,8.48,7.93,7.93,25.0686,34.9136,46.4088,6.9,6.93,4.41,4.18,5.43,7.83,8.08,8.08,28.0,9.940049,9.940049,7.754475,91.0,9.796931,9.796931,8.200016,175.0,9.619081,9.619081,8.146358,315.0,9.30798,9.30798,8.496795,1862.0,97.602787,100.713898,8.0,3136.0,92.476736,95.393403,7.5,7322.0,96.156834,99.46239,8.5,10598.0,90.373014,93.484125,8.0,10234.0,590.998858,600.539194,102.132,101.1014456537,102.132,101.1014456537,101.2401599685,101.3077728913,101.1692894534,100.9516768001,100.6635807065,103.5100336772,100.6751116119,105.3182726937,102.3015598302,104.6051815073,100.4303421454,107.4844835828,110.4060889038,100.6558722091,7.87,7.86,7.87,8.1675,8.275,7.75,0.85,4.1,4.72,0.25,3.2,3.63,2.66,6.91,8.07
