,"TIIE de Fondeo a Un Día Hábil Bancario, Mediana ponderada por volumen","TIIE a 28 días, Tasa de interés en por ciento anual","Tasas de interés interbancarias Por ciento anual, TIIE a 91 días", Tarjetas vigentes al cierre del trimestre (todas las marcas), (todas las marcas) B, (todas las marcas) C, (todas las marcas) D, (todas las marcas) E, (todas las marcas) F, (todas las marcas) G, (todas las marcas) H, (todas las marcas) I, (todas las marcas) J, (todas las marcas) K, (todas las marcas) L, (todas las marcas) M, (todas las marcas) N, (todas las marcas) O, (todas las marcas) P, (todas las marcas) Q, (todas las marcas) R, (todas las marcas) S, (todas las marcas) T, (todas las marcas) U, (todas las marcas) V, (todas las marcas) W, (todas las marcas) X, (todas las marcas) Y, Tarjetas vigentes al cierre del trimestre (mastercard), (mastercard) B, (mastercard) C, (mastercard) D, (mastercard) E, (mastercard) F, (mastercard) G, (mastercard) H, (mastercard) I, (mastercard) J, (mastercard) K, (mastercard) M, (mastercard) N, (mastercard) O, (mastercard) T, (mastercard) U, (mastercard) V, (mastercard) W, (mastercard) X, (mastercard) Y, Tarjetas vigentes al cierre del trimestre (visa), (visa) B, (visa) C, (visa) D, (visa) E, (visa) F, (visa) G, (visa) H, (visa) I, (visa) J, (visa) K, (visa) L, (visa) M, (visa) N, (visa) O, (visa) Q, (visa) R, (visa) S, (visa) T, (visa) U, Tarjetas vigentes al cierre del trimestre (otras marcas), (otras marcas) C, (otras marcas) E, (otras marcas) Q, (otras marcas) P, Tarjetas utilizadas durante el trimestre, Cuentas con tarjetas,TIIE a 28 días,TIIE a 91 días,TIIE a 182 días,Fondeo promedio ponderado bancario,Fondeo promedio ponderado gubernamental,Todos los clientes con y sin promociones,Clientes no totaleros con y sin promociones,Clientes no totaleros sin promociones,CCP,CCPO,CCP-Udis,CCP-Dólares,CPP,Banca de Desarrollo,Total corto plazo,Certificados bursátiles a corto plazo,Cetes 28 días - Plazo,Cetes 28 días - Precio Limpio,Cetes 28 días - Precio Sucio,Cetes 28 días - Tasa Rendimiento,Cetes 91 días - Plazo,Cetes 91 días - Precio Limpio,Cetes 91 días - Precio Sucio,Cetes 91 días - Tasa Rendimiento,Cetes 182 días - Plazo,Cetes 182 días - Precio Limpio,Cetes 182 días - Precio Sucio,Cetes 182 días - Tasa Rendimiento,Cetes 364 días - Plazo,Cetes 364 días - Precio Limpio,Cetes 364 días - Precio Sucio,Cetes 364 días - Tasa Rendimiento,Bonos 3 a 5 años - Plazo,Bonos 3 a 5 años - Precio Limpio,Bonos 3 a 5 años - Precio Sucio,Bonos 3 a 5 años - Cupón Vigente,Bonos 7 a 10 años - Plazo,Bonos 7 a 10 años - Precio Limpio,Bonos 7 a 10 años - Precio Sucio,Bonos 7 a 10 años - Cupón Vigente,Bonos 10 a 20 años - Plazo,Bonos 10 a 20 años - Precio Limpio,Bonos 10 a 20 años - Precio Sucio,Bonos 10 a 20 años - Cupón Vigente,Bonos 20 a 30 años - Plazo,Bonos 20 a 30 años - Precio Limpio,Bonos 20 a 30 años - Precio Sucio,Bonos 20 a 30 años - Cupón Vigente,Udibonos 30 años - Plazo,Udibonos 30 años - Precio Limpio,Udibonos 30 años - Precio Sucio,"Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","SSC e INPC, Subyacente, Mercancías","SSC e INPC, Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","SSC e INPC, Subyacente, Mercancías, Mercancías no Alimenticias","SSC e INPC, Subyacente, Servicios","SSC e INPC, Subyacente, Servicios, Vivienda","SSC e INPC, Subyacente, Servicios, Educación (colegiaturas)","SSC e INPC, Subyacente, Servicios, Otros Servicios","SSC e INPC, No Subyacente","SSC e INPC, No Subyacente, Agropecuarios","SSC e INPC, No Subyacente, Agropecuarios, Frutas y Verduras","SSC e INPC, No Subyacente, Agropecuarios, Pecuarios","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno",TIIE de Fondeo a Un Día Hábil Bancario,Tasa de fondeo bancario,Tasa de fondeo gubernamental,TIIE a 28 días,TIIE a 91 días,Tasa objetivo,"INPC, Variación mensual","INPC, Variación acumulada","INPC, variación anual","Inflación, Subyacente, Mensual","Inflación, Subyacente, Acumulada en el año","Inflación, Subyacente, Anual","Inflación, No subyacente, Mensual","Inflación, No subyacente, Acumulada en el año","Inflación, No subyacente, Anual"
2012-05,4.5,4.755,4.775,24924023.666666668,16671.0,6926403.0,8229868.0,3136802.3333333335,1437431.3333333333,20355.333333333332,243776.66666666666,360787.0,1386.6666666666667,459592.3333333333,27734.0,68585.0,21071.666666666668,1533271.6666666667,748592.3333333334,1792.6666666666667,0.0,18066.333333333332,0.0,1629593.6666666667,42242.666666666664,0.0,0.0,0.0,9475235.666666666,5866.0,4819082.333333333,744599.0,2864875.3333333335,242954.33333333334,0.0,19118.333333333332,0.0,0.0,366614.6666666667,9.333333333333334,15795.333333333334,354078.3333333333,0.0,0.0,42242.666666666664,0.0,0.0,0.0,13902220.0,10805.0,1309347.0,7485269.0,271927.0,1194477.0,20355.333333333332,224658.33333333334,360787.0,1386.6666666666667,92977.66666666667,27734.0,68575.66666666667,5276.333333333333,1179193.3333333333,1790.6666666666667,0.0,18066.333333333332,0.0,1629593.6666666667,1546568.0,797973.6666666666,0.0,2.0,748592.3333333334,17572344.0,12846003.333333334,4.76,4.78,4.8,4.5,4.51,24.4985,30.1578,37.8178,4.17,4.18,4.45,2.66,3.25,4.76,4.69,4.69,22.0,9.974394,9.974394,4.200829,85.0,9.899417,9.899417,4.303269,169.0,9.793444,9.793444,4.492811,337.0,9.588111,9.588111,4.589018,1506.0,104.5373,106.828967,6.25,3690.0,103.06344,105.446773,6.5,6966.0,107.75279,110.594457,7.75,11152.0,105.19242,108.034087,7.75,10424.0,514.378344,521.352452,77.9817,81.975383,77.9817,81.975383,79.530639,76.335822,82.263381,84.125,86.780224,76.93545,83.641155,66.627097,68.041513,64.298557,70.451324,65.735845,61.553131,74.510012,4.5,4.5,4.5,4.755,4.775,4.5,-0.32,0.34,3.85,0.27,1.54,3.48,-2.26,-3.59,5.15
2012-06,4.51,4.75,4.7725,25059480.333333332,16723.0,6974777.0,8235917.0,3136075.6666666665,1461092.6666666667,20875.666666666668,249898.33333333334,362775.0,1417.3333333333333,460482.6666666667,28295.0,67122.0,20539.333333333332,1551130.3333333333,753661.6666666666,1579.3333333333333,0.0,17513.666666666668,0.0,1654937.3333333333,44667.333333333336,0.0,0.0,0.0,9485885.333333334,5801.0,4850636.666666667,718529.0,2863367.6666666665,246953.66666666666,0.0,19038.666666666668,0.0,0.0,366871.3333333333,18.666666666666668,15284.666666666666,354716.6666666667,0.0,0.0,44667.333333333336,0.0,0.0,0.0,14024596.0,10922.0,1328805.0,7517388.0,272708.0,1214139.0,20875.666666666668,230859.66666666666,362775.0,1417.3333333333333,93611.33333333333,28295.0,67103.33333333333,5254.666666666667,1196413.6666666667,1577.3333333333333,0.0,17513.666666666668,0.0,1654937.3333333333,1548999.0,795335.3333333334,0.0,2.0,753661.6666666666,17714559.0,12942794.666666666,4.76,4.78,4.79,4.49,4.49,24.39915,30.15235,37.784,4.19,4.19,4.45,2.75,3.24,4.75,4.69,4.69,27.0,9.966475,9.966475,4.485036,90.0,9.89,9.89,4.448938,181.0,9.779783,9.779783,4.478634,363.0,9.563392,9.563392,4.527679,1476.0,104.78095,107.59345,6.25,3660.0,103.1533,106.0783,6.5,6936.0,106.79319,110.28069,7.75,11122.0,103.51731,107.00481,7.75,10394.0,513.433918,521.968165,78.314502,82.143752,78.314502,82.143752,79.859158,76.676073,82.581818,84.150108,86.950733,77.114715,83.475705,67.415637,69.538304,69.134825,69.815596,66.128312,62.048528,74.681176,4.51,4.51,4.51,4.75,4.7725,4.5,0.46,0.8,4.34,0.22,1.76,3.5,1.3,-2.34,7.26
2012-07,4.48,4.77,4.7992,25194937.0,16775.0,7023151.0,8241966.0,3135349.0,1484754.0,21396.0,256020.0,364763.0,1448.0,461373.0,28856.0,65659.0,20007.0,1568989.0,758731.0,1366.0,0.0,16961.0,0.0,1680281.0,47092.0,0.0,0.0,0.0,9496535.0,5736.0,4882191.0,692459.0,2861860.0,250953.0,0.0,18959.0,0.0,0.0,367128.0,28.0,14774.0,355355.0,0.0,0.0,47092.0,0.0,0.0,0.0,14146972.0,11039.0,1348263.0,7549507.0,273489.0,1233801.0,21396.0,237061.0,364763.0,1448.0,94245.0,28856.0,65631.0,5233.0,1213634.0,1364.0,0.0,16961.0,0.0,1680281.0,1551430.0,792697.0,0.0,2.0,758731.0,17856774.0,13039586.0,4.78,4.79,4.81,4.47,4.48,24.2998,30.1469,37.7502,4.17,4.17,4.45,2.76,3.22,4.77,4.61,4.61,24.0,9.970867,9.970867,4.382718,87.0,9.8956,9.8956,4.365577,178.0,9.783433,9.783433,4.476963,346.0,9.578072,9.578072,4.583388,1445.0,105.37646,105.567432,6.25,3629.0,109.03915,109.237761,6.5,6905.0,114.4302,114.667006,7.75,11091.0,113.04519,113.281996,7.75,10363.0,576.346893,576.92654,78.818589,82.414038,78.818589,82.414038,80.08389,77.044783,82.683103,84.461004,87.089869,77.177711,84.031669,68.573193,72.253168,72.266284,72.265143,66.415869,62.457237,74.708721,4.48,4.48,4.48,4.77,4.7992,4.5,0.56,1.36,4.42,0.31,2.08,3.59,1.41,-0.96,7.3
2012-08,4.49,4.7804,4.7975,25252989.666666668,16675.0,7060149.0,8186645.333333333,3144833.0,1516923.6666666667,21771.0,259691.0,366884.6666666667,1548.0,470774.3333333333,29387.0,66471.66666666667,19121.0,1534589.6666666667,765001.0,1329.6666666666667,0.0,16557.0,0.0,1718996.3333333333,55641.333333333336,0.0,0.0,0.0,9439314.0,5672.333333333333,4891877.333333333,617826.6666666666,2869994.3333333335,256390.33333333334,0.0,18829.0,0.0,6.333333333333333,374984.0,124.66666666666667,13800.0,334167.6666666667,0.0,0.0,55641.333333333336,0.0,0.0,0.0,14253763.0,11002.666666666666,1373362.0,7568818.666666667,274838.6666666667,1260533.3333333333,21771.0,240862.0,366884.6666666667,1541.6666666666667,95790.33333333333,29387.0,66347.0,5321.0,1200422.0,1327.6666666666667,0.0,16557.0,0.0,1718996.3333333333,1559912.6666666667,794909.6666666666,0.0,2.0,765001.0,18032373.0,13146894.0,4.79,4.8,4.81,4.48,4.49,24.49505,30.30125,37.8119,4.16,4.16,4.45,2.87,3.22,4.8,5.06,5.06,22.0,9.975372,9.975372,4.039986,85.0,9.896819,9.896819,4.415579,176.0,9.783422,9.783422,4.528073,358.0,9.565428,9.565428,4.568533,1779.0,100.98973,101.559174,5.0,3599.0,110.2449,110.985178,6.5,6875.0,119.23917,120.121809,7.75,11061.0,118.0275,118.910139,7.75,10333.0,620.663114,622.835574,78.996634,82.61596,78.996634,82.61596,80.402966,77.200519,83.142183,84.55809,87.224474,77.864921,83.908903,68.682296,71.882525,70.89152,72.535732,66.792267,62.976256,74.778929,4.49,4.48,4.49,4.7804,4.7975,4.5,0.3,1.67,4.57,0.22,2.31,3.7,0.55,-0.41,7.58
2012-09,4.5,4.7912,4.81,25311042.333333332,16575.0,7097147.0,8131324.666666667,3154317.0,1549093.3333333333,22146.0,263362.0,369006.3333333333,1648.0,480175.6666666667,29918.0,67284.33333333333,18235.0,1500190.3333333333,771271.0,1293.3333333333333,0.0,16153.0,0.0,1757711.6666666667,64190.66666666667,0.0,0.0,0.0,9382093.0,5608.666666666667,4901563.666666667,543194.3333333334,2878128.6666666665,261827.66666666666,0.0,18699.0,0.0,12.666666666666666,382840.0,221.33333333333334,12826.0,312980.3333333333,0.0,0.0,64190.66666666667,0.0,0.0,0.0,14360554.0,10966.333333333334,1398461.0,7588130.333333333,276188.3333333333,1287265.6666666667,22146.0,244663.0,369006.3333333333,1635.3333333333333,97335.66666666667,29918.0,67063.0,5409.0,1187210.0,1291.3333333333333,0.0,16153.0,0.0,1757711.6666666667,1568395.3333333333,797122.3333333334,0.0,2.0,771271.0,18207972.0,13254202.0,4.8,4.82,4.83,4.49,4.5,24.6903,30.4556,37.8736,4.17,4.19,4.45,3.19,3.26,4.8,4.73,4.73,24.0,9.970333,9.970333,4.463291,87.0,9.898742,9.898742,4.232847,171.0,9.79195,9.79195,4.473062,325.0,9.604583,9.604583,4.560327,1746.0,100.07917,101.106948,5.0,3566.0,108.06342,109.399531,6.5,6842.0,117.05108,118.644136,7.75,11028.0,116.30422,117.897276,7.75,10300.0,602.160249,606.096383,79.382024,82.75325,79.382024,82.75325,80.647912,77.487427,83.351137,84.599066,87.361871,79.718022,83.293534,69.759882,74.509271,72.351933,75.908162,67.004518,63.27038,74.815419,4.5,4.5,4.5,4.7912,4.81,4.5,0.44,2.12,4.77,0.18,2.49,3.61,1.32,0.9,8.81
2012-10,4.5,4.8075,4.82,25369095.0,16475.0,7134145.0,8076004.0,3163801.0,1581263.0,22521.0,267033.0,371128.0,1748.0,489577.0,30449.0,68097.0,17349.0,1465791.0,777541.0,1257.0,0.0,15749.0,0.0,1796427.0,72740.0,0.0,0.0,0.0,9324872.0,5545.0,4911250.0,468562.0,2886263.0,267265.0,0.0,18569.0,0.0,19.0,390696.0,318.0,11852.0,291793.0,0.0,0.0,72740.0,0.0,0.0,0.0,14467345.0,10930.0,1423560.0,7607442.0,277538.0,1313998.0,22521.0,248464.0,371128.0,1729.0,98881.0,30449.0,67779.0,5497.0,1173998.0,1255.0,0.0,15749.0,0.0,1796427.0,1576878.0,799335.0,0.0,2.0,777541.0,18383571.0,13361510.0,4.82,4.84,4.86,4.5,4.5,24.4133,30.43225,37.8571,4.22,4.22,4.46,3.24,3.28,4.84,4.79,4.79,24.0,9.9706,9.9706,4.423004,87.0,9.895358,9.895358,4.375803,171.0,9.79005,9.79005,4.514788,353.0,9.566594,9.566594,4.620249,1718.0,100.03424,101.450907,5.0,3538.0,109.00312,110.844787,6.5,6814.0,116.2149,118.410733,7.75,11000.0,116.1649,118.360733,7.75,10272.0,623.568033,629.01508,79.853807,82.949579,79.853807,82.949579,80.915484,77.726272,83.643316,84.731613,87.519204,79.718022,83.44266,70.999465,75.593212,72.98844,77.278186,68.328964,65.125632,75.000496,4.5,4.5,4.5,4.8075,4.82,4.5,0.51,2.63,4.6,0.23,2.72,3.58,1.42,2.34,8.07
2012-11,4.53,4.831,4.8605,25276775.666666668,16488.666666666668,7169165.0,8121509.333333333,3045144.3333333335,1543051.0,23038.333333333332,264684.3333333333,372206.3333333333,1821.0,461675.6666666667,30886.666666666668,70365.0,17803.666666666668,1481658.3333333333,781064.3333333334,1115.3333333333333,0.0,15340.666666666666,0.0,1795585.0,64172.666666666664,0.0,0.0,0.0,9253546.333333334,5481.0,4951497.333333333,475484.3333333333,2777968.6666666665,266401.6666666667,129.33333333333334,18467.0,0.0,41.66666666666667,375373.0,468.0,12080.0,305981.6666666667,0.0,0.0,64172.666666666664,0.0,0.0,0.0,14462814.666666666,11007.666666666666,1438318.6666666667,7646025.0,267175.6666666667,1276649.3333333333,22909.0,246217.33333333334,372206.3333333333,1779.3333333333333,86302.66666666667,30886.666666666668,69897.0,5723.666666666667,1175676.6666666667,1114.0,0.0,15340.666666666666,0.0,1795585.0,1560414.6666666667,779349.0,0.0,1.3333333333333335,781064.3333333334,18127444.666666668,13344317.666666666,4.84,4.86,4.9,4.5,4.51,24.1363,30.4089,37.8406,4.24,4.24,4.45,3.48,3.3,4.88,4.67,4.67,28.0,9.9664,9.9664,4.334564,91.0,9.887514,9.887514,4.500621,182.0,9.771994,9.771994,4.615239,322.0,9.593922,9.593922,4.732165,1687.0,99.47813,101.325352,5.0,3507.0,107.36733,109.768719,6.5,6783.0,115.38143,118.244624,7.75,10969.0,114.55765,117.420844,7.75,10241.0,616.039095,623.176481,80.457059,83.139319,80.457059,83.139319,81.253073,78.159891,83.898555,84.789079,87.660621,79.718022,83.435445,72.755832,74.456329,70.375466,77.083771,71.695639,69.947117,75.245145,4.53,4.52,4.52,4.831,4.8605,4.5,0.68,3.33,4.18,0.05,2.78,3.3,2.73,5.13,7.09
2012-12,4.5,4.8462,4.865,25184456.333333332,16502.333333333332,7204185.0,8167014.666666667,2926487.6666666665,1504839.0,23555.666666666668,262335.6666666667,373284.6666666667,1894.0,433774.3333333333,31324.333333333332,72633.0,18258.333333333332,1497525.6666666667,784587.6666666666,973.6666666666667,0.0,14932.333333333334,0.0,1794743.0,55605.33333333333,0.0,0.0,0.0,9182220.666666666,5417.0,4991744.666666667,482406.6666666667,2669674.3333333335,265538.3333333333,258.6666666666667,18365.0,0.0,64.33333333333334,360050.0,618.0,12308.0,320170.3333333333,0.0,0.0,55605.33333333333,0.0,0.0,0.0,14458284.333333334,11085.333333333334,1453077.3333333333,7684608.0,256813.33333333334,1239300.6666666667,23297.0,243970.66666666666,373284.6666666667,1829.6666666666667,73724.33333333333,31324.333333333332,72015.0,5950.333333333333,1177355.3333333333,973.0,0.0,14932.333333333334,0.0,1794743.0,1543951.3333333333,759363.0,0.0,0.6666666666666667,784587.6666666666,17871318.333333332,13327125.333333334,4.84,4.86,4.89,4.51,4.51,23.942149999999998,30.20985,37.8163,4.27,4.26,4.45,3.23,3.25,4.92,4.75,4.75,24.0,9.9712,9.9712,4.332478,87.0,9.896083,9.896083,4.345167,178.0,9.779972,9.779972,4.55012,346.0,9.572306,9.572306,4.648823,1655.0,99.73994,102.031607,5.0,3475.0,108.09314,111.072307,6.5,6751.0,116.18143,119.733513,7.75,10937.0,116.0583,119.610383,7.75,10209.0,617.896009,626.807373,80.529178,83.101834,80.529178,83.101834,81.538434,78.460809,84.170557,84.462961,87.811753,79.726112,82.537608,73.13397,74.826452,70.775512,77.434886,72.077663,70.485038,75.292553,4.5,4.5,4.5,4.8462,4.865,4.5,0.23,3.57,3.57,0.12,2.9,2.9,0.58,5.74,5.74
2013-01,4.51,4.8475,4.87,25092137.0,16516.0,7239205.0,8212520.0,2807831.0,1466627.0,24073.0,259987.0,374363.0,1967.0,405873.0,31762.0,74901.0,18713.0,1513393.0,788111.0,832.0,0.0,14524.0,0.0,1793901.0,47038.0,0.0,0.0,0.0,9110895.0,5353.0,5031992.0,489329.0,2561380.0,264675.0,388.0,18263.0,0.0,87.0,344727.0,768.0,12536.0,334359.0,0.0,0.0,47038.0,0.0,0.0,0.0,14453754.0,11163.0,1467836.0,7723191.0,246451.0,1201952.0,23685.0,241724.0,374363.0,1880.0,61146.0,31762.0,74133.0,6177.0,1179034.0,832.0,0.0,14524.0,0.0,1793901.0,1527488.0,739377.0,0.0,0.0,788111.0,17615192.0,13309933.0,4.84,4.86,4.86,4.5,4.49,23.748,30.0108,37.792,4.25,4.25,4.31,3.23,3.24,4.92,4.93,4.93,22.0,9.973783,9.973783,4.301331,84.0,9.900833,9.900833,4.292583,176.0,9.785867,9.785867,4.475836,316.0,9.615533,9.615533,4.555134,1625.0,99.47999,99.660546,5.0,3445.0,108.05367,108.288392,6.5,6721.0,116.76054,117.040401,7.75,10907.0,116.85806,117.137921,7.75,10179.0,629.239743,629.944094,80.731264,83.272812,80.731264,83.272812,81.84588,78.844171,84.412898,84.511851,87.956485,80.001816,82.422045,73.421118,74.944987,69.789807,78.258738,72.458371,70.907941,75.581954,4.51,4.51,4.51,4.8475,4.87,4.5,0.4,0.4,3.25,0.42,0.42,2.88,0.33,0.33,4.47
2013-02,4.49,4.84,4.83,25248259.0,16503.333333333332,7321938.0,8217468.333333333,2800561.0,1478717.3333333333,25352.666666666668,173324.6666666667,376049.3333333333,2022.6666666666667,399436.6666666667,32380.666666666668,78234.66666666667,19563.333333333332,1618948.3333333333,791994.3333333334,864.6666666666666,0.0,14260.333333333334,0.0,1826773.6666666667,53865.0,0.0,0.0,0.0,9129506.0,5301.666666666667,5089898.666666667,455348.6666666667,2553091.0,263189.3333333333,474.0,12175.333333333332,0.0,106.0,340692.6666666667,799.0,13210.666666666666,341354.0,0.0,0.0,53865.0,0.0,0.0,0.0,14587044.333333334,11201.666666666666,1492325.0,7762119.666666667,247470.0,1215528.0,24878.666666666668,161149.3333333333,376049.3333333333,1916.6666666666667,58744.0,32380.666666666668,77435.66666666667,6352.666666666667,1277594.3333333333,864.6666666666666,0.0,14260.333333333334,0.0,1826773.6666666667,1531708.6666666667,739714.3333333334,0.0,0.0,791994.3333333334,17789343.333333332,13357342.666666666,4.82,4.82,4.81,4.5,4.5,23.7789,29.94785,37.63225,4.25,4.25,4.31,3.58,3.29,4.95,4.67,4.67,27.0,9.968275,9.968275,4.243462,90.0,9.89375,9.89375,4.295641,174.0,9.793133,9.793133,4.370416,342.0,9.60195,9.60195,4.363697,1595.0,101.70993,102.307152,5.0,3415.0,110.83746,111.613849,6.5,6691.0,120.58962,121.515314,7.75,10877.0,122.02664,122.952334,7.75,10149.0,646.146527,648.483337,81.246619,83.863601,81.246619,83.863601,81.933803,79.031208,84.415846,85.551981,88.161198,80.315185,84.506301,73.723815,74.860844,71.06827,77.304267,72.97627,71.133721,76.723542,4.49,4.5,4.5,4.84,4.83,4.5,0.49,0.9,3.55,0.51,0.94,2.96,0.44,0.78,5.47
2013-03,4.5,4.795,4.795,25404381.0,16490.666666666668,7404671.0,8222416.666666667,2793291.0,1490807.6666666667,26632.333333333332,86662.33333333334,377735.6666666667,2078.3333333333335,393000.3333333333,32999.333333333336,81568.33333333333,20413.666666666668,1724503.6666666667,795877.6666666666,897.3333333333334,0.0,13996.666666666666,0.0,1859646.3333333333,60692.0,0.0,0.0,0.0,9148117.0,5250.333333333333,5147805.333333333,421368.3333333333,2544802.0,261703.66666666666,560.0,6087.666666666666,0.0,125.0,336658.3333333333,830.0,13885.333333333334,348349.0,0.0,0.0,60692.0,0.0,0.0,0.0,14720334.666666666,11240.333333333334,1516814.0,7801048.333333333,248489.0,1229104.0,26072.333333333332,80574.66666666666,377735.6666666667,1953.3333333333333,56342.0,32999.333333333336,80738.33333333333,6528.333333333333,1376154.6666666667,897.3333333333334,0.0,13996.666666666666,0.0,1859646.3333333333,1535929.3333333333,740051.6666666666,0.0,0.0,795877.6666666666,17963494.666666668,13404752.333333334,4.48,4.49,4.44,4.15,4.16,23.8098,29.8849,37.4725,4.09,4.09,4.31,3.6,3.18,4.7,4.79,4.79,26.0,9.970317,9.970317,4.12219,90.0,9.89875,9.89875,4.091426,174.0,9.801833,9.801833,4.182898,314.0,9.64675,9.64675,4.198305,1567.0,101.47584,102.461951,5.0,3387.0,110.90831,112.190254,6.5,6663.0,122.3178,123.846272,7.75,10849.0,124.14172,125.670192,7.75,10121.0,647.847628,651.727672,81.759721,84.133166,81.759721,84.133166,82.114116,79.210555,84.596974,85.901226,88.329866,80.323818,85.137959,74.916844,77.189244,75.442887,78.326394,73.534479,71.825556,76.994324,4.5,4.51,4.51,4.795,4.795,4.5,0.73,1.64,4.25,0.3,1.24,3.02,2.11,2.9,8.29
2013-04,4.01,4.3512,4.3487,25560503.0,16478.0,7487404.0,8227365.0,2786021.0,1502898.0,27912.0,0.0,379422.0,2134.0,386564.0,33618.0,84902.0,21264.0,1830059.0,799761.0,930.0,0.0,13733.0,0.0,1892519.0,67519.0,0.0,0.0,0.0,9166728.0,5199.0,5205712.0,387388.0,2536513.0,260218.0,646.0,0.0,0.0,144.0,332624.0,861.0,14560.0,355344.0,0.0,0.0,67519.0,0.0,0.0,0.0,14853625.0,11279.0,1541303.0,7839977.0,249508.0,1242680.0,27266.0,0.0,379422.0,1990.0,53940.0,33618.0,84041.0,6704.0,1474715.0,930.0,0.0,13733.0,0.0,1892519.0,1540150.0,740389.0,0.0,0.0,799761.0,18137646.0,13452162.0,4.33,4.34,4.35,4.02,4.02,23.92195,29.9972,37.69105,3.93,3.93,4.32,3.38,3.03,4.53,4.28,4.28,24.0,9.973733,9.973733,3.950427,87.0,9.90575,9.90575,3.937107,171.0,9.811425,9.811425,4.046303,339.0,9.629925,9.629925,4.081029,1536.0,101.58841,103.005077,5.0,3356.0,111.58456,113.426227,6.5,6632.0,123.80572,126.001553,7.75,10818.0,126.23308,128.428913,7.75,10090.0,670.903171,676.505368,81.938518,84.196877,81.938518,84.196877,82.230555,79.4499,84.608237,85.919167,88.459579,80.339287,85.043093,75.402895,79.775926,81.060757,78.972638,72.829773,69.80525,78.961329,4.01,4.02,4.01,4.3512,4.3487,4.0,0.07,1.7,4.65,0.08,1.32,2.95,0.0,2.9,10.32
2013-05,4.03,4.3237,4.33,25583760.666666668,16465.666666666668,7533746.0,8171401.0,2779071.3333333335,1514770.0,28523.666666666668,0.0,379316.0,2177.3333333333335,386306.3333333333,34511.0,88960.33333333333,21777.666666666668,1838674.0,811003.3333333334,928.6666666666666,0.0,13443.666666666666,0.0,1895927.6666666667,66757.0,0.0,0.0,0.0,9178081.333333334,5197.333333333333,5220653.666666667,378686.3333333333,2527445.3333333335,259650.0,745.3333333333334,0.0,0.0,164.66666666666666,335361.6666666667,865.6666666666666,15089.666666666666,367464.6666666667,0.0,0.0,66757.0,0.0,0.0,0.0,14832103.0,11268.333333333334,1550519.3333333333,7792714.666666667,251626.0,1255120.0,27778.333333333332,0.0,379316.0,2012.6666666666667,50944.666666666664,34511.0,88094.66666666667,6688.0,1471209.3333333333,928.6666666666666,0.0,13443.666666666666,0.0,1895927.6666666667,1573576.3333333333,762573.0,0.0,0.0,811003.3333333334,18194334.333333332,13645666.666666666,4.32,4.32,4.28,4.02,4.02,24.0341,30.1095,37.9096,3.86,3.88,4.32,3.54,2.99,4.54,4.36,4.36,28.0,9.970289,9.970289,3.831369,91.0,9.906978,9.906978,3.714545,182.0,9.812944,9.812944,3.770539,363.0,9.631958,9.631958,3.789472,1505.0,103.53376,105.380982,5.0,3871.0,129.42371,132.379266,8.0,6601.0,132.17186,135.035054,7.75,10787.0,136.36721,139.230404,7.75,10059.0,729.479118,736.825011,81.661308,84.34524,81.661308,84.34524,82.348329,79.682693,84.627661,86.094321,88.627494,80.382197,85.266678,73.894361,79.018893,76.570582,80.5496,70.879051,66.687501,79.376498,4.03,4.02,4.03,4.3237,4.33,4.0,-0.33,1.37,4.63,0.2,1.52,2.88,-2.05,0.8,10.56
