,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203071476,OAXACA,SAN PEDRO IXCATLAN,7.0,313.0,6.0,5.0,13.0,16.0,5.0,382.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,8.0,774.0,OAXACA,SAN PEDRO IXCATLAN,38.0,276.0,3.0,4.0,14.0,13.0,3.0,402.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,790
203071477,OAXACA,SAN PEDRO IXCATLAN,1.0,37.0,1.0,2.0,3.0,5.0,0.0,119.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,OAXACA,SAN PEDRO IXCATLAN,6.0,35.0,1.0,2.0,3.0,6.0,0.0,113.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,177
203071478,OAXACA,SAN PEDRO IXCATLAN,2.0,200.0,6.0,3.0,8.0,20.0,2.0,614.0,10.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,2.0,900.0,OAXACA,SAN PEDRO IXCATLAN,12.0,192.0,6.0,3.0,14.0,17.0,1.0,606.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,900
203071479,OAXACA,SAN PEDRO IXCATLAN,5.0,158.0,3.0,8.0,6.0,10.0,5.0,309.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,539.0,OAXACA,SAN PEDRO IXCATLAN,8.0,157.0,3.0,4.0,8.0,8.0,4.0,314.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,539
203071480,OAXACA,SAN PEDRO IXCATLAN,9.0,129.0,5.0,5.0,5.0,10.0,2.0,317.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,506.0,OAXACA,SAN PEDRO IXCATLAN,14.0,127.0,4.0,3.0,6.0,8.0,4.0,318.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,505
203071481,OAXACA,SAN PEDRO IXCATLAN,6.0,176.0,2.0,6.0,6.0,12.0,2.0,246.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,468.0,OAXACA,SAN PEDRO IXCATLAN,10.0,168.0,2.0,10.0,5.0,9.0,3.0,245.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,469
203081482,OAXACA,SAN PEDRO IXTLAHUACA,37.0,144.0,38.0,96.0,77.0,18.0,12.0,622.0,18.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,28.0,17.0,0.0,6.0,1182.0,OAXACA,SAN PEDRO IXTLAHUACA,51.0,129.0,24.0,15.0,93.0,8.0,8.0,657.0,21.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,50.0,19.0,0.0,11.0,1181
203081483,OAXACA,SAN PEDRO IXTLAHUACA,99.0,203.0,83.0,185.0,174.0,36.0,37.0,1491.0,61.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,59.0,29.0,3.0,4.0,2586.0,OAXACA,SAN PEDRO IXTLAHUACA,111.0,176.0,53.0,34.0,186.0,21.0,8.0,1609.0,67.0,9.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,106.0,56.0,0.0,9.0,2586
203091484,OAXACA,SAN PEDRO JALTEPETONGO,11.0,54.0,10.0,9.0,10.0,10.0,8.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,213.0,OAXACA,SAN PEDRO JALTEPETONGO,7.0,42.0,11.0,6.0,13.0,9.0,6.0,79.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,214
203101485,OAXACA,SAN PEDRO JICAYAN,12.0,244.0,289.0,7.0,8.0,8.0,1.0,308.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,913.0,OAXACA,SAN PEDRO JICAYAN,13.0,217.0,143.0,3.0,13.0,5.0,0.0,462.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,910
203101486,OAXACA,SAN PEDRO JICAYAN,15.0,130.0,263.0,2.0,9.0,15.0,4.0,316.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,786.0,OAXACA,SAN PEDRO JICAYAN,15.0,226.0,127.0,0.0,14.0,6.0,2.0,464.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,887
203101487,OAXACA,SAN PEDRO JICAYAN,10.0,264.0,222.0,1.0,8.0,10.0,5.0,262.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,822.0,OAXACA,SAN PEDRO JICAYAN,12.0,234.0,119.0,0.0,18.0,6.0,5.0,384.0,6.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,822
203101488,OAXACA,SAN PEDRO JICAYAN,3.0,160.0,194.0,4.0,13.0,1.0,3.0,298.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,723.0,OAXACA,SAN PEDRO JICAYAN,11.0,139.0,136.0,3.0,18.0,2.0,1.0,358.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,3.0,718
203101489,OAXACA,SAN PEDRO JICAYAN,8.0,279.0,271.0,10.0,14.0,12.0,9.0,313.0,5.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,992.0,OAXACA,SAN PEDRO JICAYAN,12.0,243.0,170.0,4.0,35.0,7.0,6.0,424.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,3.0,0.0,4.0,993
203101490,OAXACA,SAN PEDRO JICAYAN,4.0,146.0,95.0,3.0,18.0,4.0,1.0,231.0,7.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,564.0,OAXACA,SAN PEDRO JICAYAN,2.0,103.0,39.0,1.0,22.0,3.0,1.0,309.0,15.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,14.0,3.0,0.0,5.0,564
203101491,OAXACA,SAN PEDRO JICAYAN,11.0,152.0,217.0,4.0,8.0,7.0,2.0,236.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,689.0,OAXACA,SAN PEDRO JICAYAN,7.0,146.0,120.0,1.0,28.0,2.0,2.0,327.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0,688
203111492,OAXACA,SAN PEDRO JOCOTIPAC,8.0,116.0,8.0,4.0,22.0,10.0,7.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,343.0,OAXACA,SAN PEDRO JOCOTIPAC,11.0,114.0,8.0,1.0,22.0,5.0,3.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,2.0,343
203121493,OAXACA,SAN PEDRO JUCHATENGO,26.0,262.0,33.0,31.0,28.0,11.0,9.0,309.0,6.0,0.0,1.0,0.0,0.0,4.0,19.0,1.0,1.0,11.0,3.0,0.0,3.0,784.0,OAXACA,SAN PEDRO JUCHATENGO,34.0,209.0,29.0,15.0,37.0,10.0,8.0,324.0,19.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,15.0,6.0,0.0,8.0,785
203131494,OAXACA,SAN PEDRO MARTIR,65.0,104.0,85.0,16.0,48.0,13.0,15.0,322.0,12.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,751.0,OAXACA,SAN PEDRO MARTIR,83.0,91.0,56.0,8.0,56.0,7.0,9.0,333.0,11.0,4.0,5.0,2.0,0.0,3.0,0.0,2.0,0.0,13.0,11.0,1.0,1.0,740
203141495,OAXACA,SAN PEDRO MARTIR QUIECHAPA,10.0,16.0,8.0,6.0,39.0,7.0,10.0,197.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,321.0,OAXACA,SAN PEDRO MARTIR QUIECHAPA,9.0,15.0,8.0,5.0,39.0,2.0,4.0,198.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,4.0,321
203151496,OAXACA,SAN PEDRO MARTIR YUCUXACO,14.0,29.0,18.0,3.0,27.0,6.0,3.0,185.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,325.0,OAXACA,SAN PEDRO MARTIR YUCUXACO,15.0,24.0,7.0,3.0,35.0,1.0,3.0,196.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,325
203151497,OAXACA,SAN PEDRO MARTIR YUCUXACO,6.0,19.0,7.0,1.0,9.0,2.0,3.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,187.0,OAXACA,SAN PEDRO MARTIR YUCUXACO,4.0,16.0,4.0,1.0,12.0,0.0,3.0,126.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,187
203161498,OAXACA,SAN PEDRO MIXTEPEC,37.0,831.0,58.0,24.0,82.0,17.0,14.0,886.0,9.0,3.0,0.0,0.0,1.0,10.0,31.0,2.0,0.0,8.0,4.0,1.0,2.0,2088.0,OAXACA,SAN PEDRO MIXTEPEC,52.0,641.0,28.0,11.0,129.0,11.0,12.0,1002.0,33.0,2.0,0.0,1.0,0.0,12.0,28.0,0.0,0.0,25.0,16.0,1.0,8.0,2090
203161499,OAXACA,SAN PEDRO MIXTEPEC,40.0,897.0,37.0,76.0,72.0,36.0,14.0,645.0,13.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,12.0,5.0,1.0,3.0,1964.0,OAXACA,SAN PEDRO MIXTEPEC,57.0,727.0,30.0,44.0,106.0,22.0,10.0,769.0,31.0,1.0,0.0,1.0,0.0,2.0,21.0,1.0,1.0,17.0,6.0,2.0,6.0,1954
203161500,OAXACA,SAN PEDRO MIXTEPEC,35.0,408.0,32.0,26.0,44.0,21.0,9.0,881.0,11.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,9.0,2.0,0.0,0.0,1548.0,OAXACA,SAN PEDRO MIXTEPEC,30.0,320.0,13.0,14.0,73.0,9.0,7.0,1115.0,24.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,17.0,8.0,1.0,4.0,1703
203161501,OAXACA,SAN PEDRO MIXTEPEC,31.0,317.0,21.0,28.0,62.0,16.0,17.0,751.0,11.0,1.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,17.0,8.0,1.0,2.0,1353.0,OAXACA,SAN PEDRO MIXTEPEC,30.0,233.0,17.0,14.0,103.0,7.0,7.0,830.0,17.0,0.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,30.0,10.0,1.0,6.0,1367
203161502,OAXACA,SAN PEDRO MIXTEPEC,20.0,265.0,18.0,21.0,46.0,8.0,6.0,654.0,14.0,0.0,1.0,0.0,0.0,2.0,15.0,1.0,1.0,15.0,8.0,0.0,3.0,1131.0,OAXACA,SAN PEDRO MIXTEPEC,33.0,171.0,10.0,10.0,49.0,4.0,4.0,719.0,19.0,1.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,28.0,7.0,0.0,5.0,1112
203161503,OAXACA,SAN PEDRO MIXTEPEC,143.0,1096.0,91.0,98.0,210.0,67.0,51.0,3709.0,133.0,4.0,0.0,0.0,0.0,21.0,43.0,2.0,2.0,89.0,35.0,2.0,11.0,5979.0,OAXACA,SAN PEDRO MIXTEPEC,164.0,681.0,27.0,32.0,288.0,33.0,17.0,4054.0,129.0,5.0,2.0,3.0,0.0,16.0,38.0,2.0,0.0,149.0,60.0,2.0,23.0,5945
203161504,OAXACA,SAN PEDRO MIXTEPEC,47.0,104.0,13.0,10.0,15.0,14.0,5.0,282.0,12.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,2.0,0.0,4.0,544.0,OAXACA,SAN PEDRO MIXTEPEC,61.0,68.0,5.0,2.0,27.0,4.0,2.0,304.0,8.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,21.0,3.0,0.0,2.0,544
203161505,OAXACA,SAN PEDRO MIXTEPEC,65.0,389.0,39.0,36.0,83.0,22.0,21.0,1405.0,49.0,2.0,0.0,1.0,0.0,5.0,13.0,0.0,1.0,28.0,10.0,0.0,7.0,2236.0,OAXACA,SAN PEDRO MIXTEPEC,86.0,237.0,13.0,15.0,126.0,17.0,6.0,1566.0,47.0,4.0,2.0,2.0,0.0,4.0,11.0,0.0,0.0,64.0,19.0,4.0,2.0,2301
203161506,OAXACA,SAN PEDRO MIXTEPEC,39.0,304.0,24.0,14.0,43.0,22.0,13.0,844.0,33.0,2.0,0.0,0.0,0.0,7.0,11.0,0.0,1.0,33.0,5.0,0.0,3.0,1445.0,OAXACA,SAN PEDRO MIXTEPEC,125.0,251.0,11.0,11.0,81.0,9.0,6.0,1388.0,45.0,4.0,2.0,0.0,0.0,4.0,9.0,1.0,0.0,65.0,24.0,2.0,10.0,2121
203161507,OAXACA,SAN PEDRO MIXTEPEC,26.0,226.0,18.0,12.0,42.0,9.0,6.0,549.0,11.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,11.0,5.0,0.0,4.0,948.0,OAXACA,SAN PEDRO MIXTEPEC,41.0,139.0,3.0,7.0,39.0,2.0,2.0,631.0,25.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,19.0,9.0,0.0,5.0,962
203161508,OAXACA,SAN PEDRO MIXTEPEC,12.0,235.0,8.0,36.0,12.0,8.0,4.0,287.0,4.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,1.0,3.0,5.0,0.0,0.0,641.0,OAXACA,SAN PEDRO MIXTEPEC,25.0,189.0,5.0,32.0,22.0,6.0,4.0,304.0,15.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,6.0,0.0,1.0,642
203161509,OAXACA,SAN PEDRO MIXTEPEC,35.0,260.0,20.0,21.0,65.0,19.0,8.0,610.0,18.0,2.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,27.0,10.0,1.0,6.0,1153.0,OAXACA,SAN PEDRO MIXTEPEC,42.0,197.0,6.0,5.0,76.0,12.0,7.0,769.0,29.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,36.0,6.0,2.0,9.0,1250
203161510,OAXACA,SAN PEDRO MIXTEPEC,57.0,296.0,28.0,20.0,50.0,11.0,9.0,1244.0,56.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,26.0,16.0,0.0,4.0,1852.0,OAXACA,SAN PEDRO MIXTEPEC,87.0,158.0,10.0,5.0,55.0,5.0,2.0,1326.0,47.0,0.0,3.0,0.0,0.0,4.0,3.0,1.0,0.0,40.0,21.0,2.0,14.0,1852
203171511,OAXACA,SAN PEDRO MIXTEPEC,12.0,21.0,18.0,0.0,31.0,7.0,4.0,280.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,399.0,OAXACA,SAN PEDRO MIXTEPEC,10.0,20.0,8.0,1.0,29.0,4.0,6.0,270.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,399
203181512,OAXACA,SAN PEDRO MOLINOS,9.0,50.0,135.0,6.0,20.0,2.0,7.0,79.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,340.0,OAXACA,SAN PEDRO MOLINOS,11.0,49.0,35.0,6.0,40.0,1.0,3.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,340
203191513,OAXACA,SAN PEDRO NOPALA,32.0,69.0,21.0,9.0,36.0,9.0,2.0,93.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,316.0,OAXACA,SAN PEDRO NOPALA,28.0,57.0,20.0,6.0,42.0,7.0,4.0,102.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,3.0,324
203201514,OAXACA,SAN PEDRO OCOPETATILLO,6.0,171.0,10.0,11.0,17.0,3.0,4.0,98.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,371.0,OAXACA,SAN PEDRO OCOPETATILLO,4.0,172.0,5.0,4.0,21.0,2.0,1.0,103.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,10.0,2.0,0.0,2.0,371
203211515,OAXACA,SAN PEDRO OCOTEPEC,38.0,77.0,9.0,11.0,30.0,7.0,9.0,243.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,469.0,OAXACA,SAN PEDRO OCOTEPEC,42.0,82.0,10.0,11.0,24.0,4.0,4.0,246.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,467
203221516,OAXACA,SAN PEDRO POCHUTLA,105.0,229.0,86.0,43.0,95.0,24.0,21.0,586.0,56.0,12.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,8.0,4.0,0.0,6.0,1336.0,OAXACA,SAN PEDRO POCHUTLA,51.0,139.0,64.0,22.0,118.0,8.0,6.0,818.0,25.0,1.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0,38.0,5.0,3.0,11.0,1401
203221517,OAXACA,SAN PEDRO POCHUTLA,50.0,122.0,104.0,26.0,58.0,14.0,10.0,404.0,16.0,4.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,10.0,5.0,0.0,3.0,888.0,OAXACA,SAN PEDRO POCHUTLA,40.0,77.0,59.0,11.0,99.0,5.0,7.0,487.0,24.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,15.0,6.0,4.0,3.0,890
203221518,OAXACA,SAN PEDRO POCHUTLA,121.0,318.0,279.0,107.0,126.0,32.0,26.0,1119.0,35.0,8.0,1.0,0.0,3.0,9.0,20.0,1.0,1.0,21.0,14.0,1.0,0.0,2361.0,OAXACA,SAN PEDRO POCHUTLA,89.0,221.0,183.0,54.0,220.0,13.0,12.0,1529.0,46.0,5.0,4.0,0.0,2.0,7.0,16.0,2.0,2.0,68.0,21.0,5.0,10.0,2644
203221519,OAXACA,SAN PEDRO POCHUTLA,159.0,441.0,247.0,137.0,167.0,39.0,37.0,1172.0,76.0,6.0,5.0,1.0,3.0,12.0,23.0,1.0,2.0,37.0,16.0,3.0,8.0,2722.0,OAXACA,SAN PEDRO POCHUTLA,67.0,322.0,157.0,74.0,278.0,20.0,9.0,1404.0,78.0,4.0,6.0,1.0,2.0,11.0,17.0,1.0,0.0,59.0,16.0,4.0,20.0,2680
203221520,OAXACA,SAN PEDRO POCHUTLA,75.0,177.0,130.0,44.0,38.0,14.0,11.0,519.0,30.0,1.0,1.0,0.0,0.0,7.0,8.0,0.0,1.0,12.0,8.0,0.0,4.0,1130.0,OAXACA,SAN PEDRO POCHUTLA,30.0,133.0,66.0,19.0,79.0,3.0,1.0,667.0,22.0,0.0,3.0,0.0,0.0,8.0,7.0,2.0,1.0,21.0,9.0,2.0,6.0,1132
203221521,OAXACA,SAN PEDRO POCHUTLA,55.0,58.0,60.0,8.0,49.0,10.0,12.0,304.0,9.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,17.0,11.0,0.0,3.0,631.0,OAXACA,SAN PEDRO POCHUTLA,22.0,40.0,41.0,2.0,61.0,5.0,1.0,377.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,14.0,7.0,1.0,2.0,622
203221522,OAXACA,SAN PEDRO POCHUTLA,78.0,295.0,168.0,59.0,124.0,36.0,33.0,770.0,29.0,1.0,1.0,0.0,3.0,9.0,18.0,2.0,1.0,28.0,10.0,1.0,2.0,1763.0,OAXACA,SAN PEDRO POCHUTLA,45.0,214.0,94.0,32.0,189.0,10.0,8.0,953.0,46.0,6.0,0.0,0.0,3.0,7.0,14.0,1.0,0.0,43.0,22.0,0.0,12.0,1788
203221523,OAXACA,SAN PEDRO POCHUTLA,38.0,285.0,9.0,172.0,16.0,8.0,4.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,627.0,OAXACA,SAN PEDRO POCHUTLA,10.0,259.0,7.0,162.0,23.0,0.0,4.0,130.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,627
203221524,OAXACA,SAN PEDRO POCHUTLA,15.0,47.0,19.0,5.0,14.0,2.0,10.0,144.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,284.0,OAXACA,SAN PEDRO POCHUTLA,12.0,37.0,16.0,5.0,19.0,1.0,6.0,156.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,284
203221525,OAXACA,SAN PEDRO POCHUTLA,42.0,148.0,47.0,43.0,110.0,16.0,5.0,264.0,9.0,0.0,0.0,0.0,0.0,6.0,12.0,4.0,2.0,5.0,6.0,0.0,4.0,789.0,OAXACA,SAN PEDRO POCHUTLA,29.0,121.0,21.0,27.0,132.0,5.0,6.0,333.0,12.0,0.0,1.0,0.0,0.0,6.0,13.0,1.0,2.0,13.0,4.0,1.0,4.0,790
203221527,OAXACA,SAN PEDRO POCHUTLA,151.0,195.0,140.0,32.0,114.0,15.0,16.0,493.0,40.0,1.0,7.0,1.0,1.0,6.0,10.0,0.0,1.0,23.0,7.0,4.0,7.0,1358.0,OAXACA,SAN PEDRO POCHUTLA,73.0,173.0,101.0,20.0,146.0,20.0,13.0,598.0,42.0,0.0,3.0,0.0,0.0,6.0,9.0,1.0,0.0,37.0,12.0,2.0,7.0,1358
203221528,OAXACA,SAN PEDRO POCHUTLA,80.0,175.0,106.0,48.0,56.0,28.0,19.0,361.0,20.0,3.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,13.0,5.0,1.0,3.0,1006.0,OAXACA,SAN PEDRO POCHUTLA,57.0,155.0,78.0,25.0,92.0,18.0,6.0,417.0,34.0,2.0,3.0,0.0,1.0,6.0,6.0,1.0,0.0,18.0,6.0,1.0,8.0,1006
203221529,OAXACA,SAN PEDRO POCHUTLA,151.0,446.0,269.0,66.0,147.0,38.0,32.0,565.0,22.0,2.0,4.0,1.0,1.0,15.0,16.0,2.0,0.0,21.0,4.0,3.0,4.0,1914.0,OAXACA,SAN PEDRO POCHUTLA,102.0,280.0,210.0,55.0,241.0,17.0,15.0,710.0,48.0,0.0,5.0,0.0,0.0,8.0,10.0,5.0,0.0,32.0,8.0,1.0,7.0,1882
203221530,OAXACA,SAN PEDRO POCHUTLA,50.0,169.0,140.0,74.0,106.0,18.0,24.0,334.0,20.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,2.0,4.0,4.0,0.0,7.0,1053.0,OAXACA,SAN PEDRO POCHUTLA,35.0,85.0,104.0,52.0,144.0,13.0,14.0,453.0,38.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,7.0,10.0,0.0,8.0,1056
203221531,OAXACA,SAN PEDRO POCHUTLA,61.0,268.0,114.0,109.0,121.0,25.0,11.0,392.0,32.0,1.0,1.0,0.0,2.0,5.0,8.0,0.0,0.0,5.0,11.0,0.0,1.0,1212.0,OAXACA,SAN PEDRO POCHUTLA,60.0,204.0,85.0,58.0,202.0,15.0,5.0,459.0,45.0,1.0,3.0,3.0,0.0,4.0,9.0,1.0,0.0,8.0,10.0,2.0,1.0,1228
203221532,OAXACA,SAN PEDRO POCHUTLA,30.0,142.0,85.0,34.0,82.0,12.0,19.0,333.0,18.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,11.0,3.0,1.0,1.0,843.0,OAXACA,SAN PEDRO POCHUTLA,34.0,112.0,68.0,23.0,98.0,4.0,6.0,379.0,20.0,0.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,17.0,3.0,0.0,4.0,839
203221533,OAXACA,SAN PEDRO POCHUTLA,128.0,160.0,73.0,24.0,63.0,35.0,13.0,814.0,29.0,3.0,2.0,1.0,2.0,9.0,3.0,2.0,0.0,19.0,12.0,0.0,3.0,1445.0,OAXACA,SAN PEDRO POCHUTLA,40.0,117.0,41.0,4.0,93.0,15.0,6.0,956.0,35.0,2.0,0.0,1.0,0.0,7.0,2.0,4.0,0.0,42.0,12.0,4.0,3.0,1427
203221534,OAXACA,SAN PEDRO POCHUTLA,90.0,167.0,104.0,25.0,83.0,21.0,21.0,600.0,31.0,5.0,0.0,0.0,2.0,7.0,3.0,1.0,0.0,24.0,6.0,0.0,5.0,1238.0,OAXACA,SAN PEDRO POCHUTLA,73.0,120.0,72.0,9.0,120.0,11.0,8.0,476.0,29.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,0.0,37.0,12.0,0.0,10.0,1041
203231535,OAXACA,SAN PEDRO QUIATONI,32.0,116.0,18.0,19.0,49.0,12.0,8.0,207.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,485.0,OAXACA,SAN PEDRO QUIATONI,32.0,113.0,14.0,18.0,49.0,5.0,9.0,215.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,485
