,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202871417,OAXACA,SAN NICOLAS,162.0,120.0,8.0,16.0,30.0,13.0,7.0,140.0,7.0,9.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,555.0,OAXACA,SAN NICOLAS,124.0,109.0,6.0,11.0,40.0,5.0,8.0,179.0,12.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0,0.0,1.0,554
202881418,OAXACA,SAN NICOLAS HIDALGO,4.0,135.0,182.0,1.0,9.0,4.0,6.0,176.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,557.0,OAXACA,SAN NICOLAS HIDALGO,4.0,128.0,117.0,1.0,15.0,6.0,6.0,237.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,3.0,0.0,2.0,558
202891419,OAXACA,SAN PABLO COATLAN,30.0,94.0,15.0,158.0,30.0,8.0,9.0,237.0,5.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,5.0,5.0,0.0,2.0,648.0,OAXACA,SAN PABLO COATLAN,35.0,94.0,5.0,136.0,41.0,4.0,6.0,246.0,11.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,8.0,6.0,0.0,3.0,647
202891420,OAXACA,SAN PABLO COATLAN,22.0,53.0,6.0,1.0,49.0,5.0,12.0,324.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,3.0,0.0,3.0,523.0,OAXACA,SAN PABLO COATLAN,20.0,49.0,3.0,1.0,48.0,6.0,8.0,330.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,3.0,523
202891421,OAXACA,SAN PABLO COATLAN,43.0,17.0,7.0,190.0,29.0,7.0,16.0,316.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,4.0,663.0,OAXACA,SAN PABLO COATLAN,33.0,16.0,6.0,187.0,27.0,6.0,12.0,318.0,21.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0,0.0,7.0,673
202901422,OAXACA,SAN PABLO CUATRO VENADOS,22.0,126.0,35.0,18.0,52.0,17.0,16.0,296.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,646.0,OAXACA,SAN PABLO CUATRO VENADOS,25.0,121.0,27.0,9.0,48.0,21.0,6.0,327.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,1.0,651
202911423,OAXACA,SAN PABLO ETLA,115.0,95.0,17.0,18.0,98.0,16.0,13.0,825.0,32.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,19.0,10.0,1.0,1.0,1301.0,OAXACA,SAN PABLO ETLA,115.0,76.0,6.0,4.0,86.0,7.0,6.0,834.0,21.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,27.0,12.0,2.0,8.0,1300
202911424,OAXACA,SAN PABLO ETLA,352.0,486.0,54.0,100.0,272.0,73.0,53.0,2010.0,91.0,7.0,3.0,2.0,0.0,10.0,9.0,1.0,0.0,40.0,22.0,1.0,6.0,3704.0,OAXACA,SAN PABLO ETLA,327.0,390.0,21.0,27.0,213.0,15.0,10.0,2176.0,57.0,18.0,3.0,3.0,0.0,9.0,11.0,0.0,0.0,84.0,30.0,6.0,9.0,3702
202911425,OAXACA,SAN PABLO ETLA,123.0,138.0,31.0,44.0,123.0,37.0,25.0,883.0,30.0,4.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,23.0,23.0,0.0,3.0,1536.0,OAXACA,SAN PABLO ETLA,117.0,115.0,14.0,8.0,98.0,7.0,1.0,942.0,29.0,7.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,46.0,18.0,4.0,6.0,1535
202921426,OAXACA,SAN PABLO HUITZO,27.0,136.0,17.0,24.0,44.0,11.0,47.0,503.0,18.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,2.0,0.0,0.0,884.0,OAXACA,SAN PABLO HUITZO,48.0,105.0,7.0,3.0,58.0,1.0,15.0,543.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,20.0,4.0,1.0,4.0,884
202921427,OAXACA,SAN PABLO HUITZO,85.0,229.0,26.0,24.0,71.0,16.0,55.0,570.0,27.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,17.0,4.0,0.0,2.0,1167.0,OAXACA,SAN PABLO HUITZO,90.0,180.0,7.0,1.0,82.0,6.0,9.0,656.0,33.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,32.0,14.0,1.0,5.0,1167
202921428,OAXACA,SAN PABLO HUITZO,44.0,182.0,18.0,17.0,55.0,11.0,27.0,376.0,28.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,6.0,3.0,1.0,0.0,804.0,OAXACA,SAN PABLO HUITZO,49.0,152.0,6.0,3.0,49.0,2.0,4.0,437.0,24.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,16.0,2.0,0.0,1.0,798
202921429,OAXACA,SAN PABLO HUITZO,85.0,153.0,21.0,20.0,33.0,14.0,33.0,475.0,18.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,18.0,4.0,0.0,2.0,914.0,OAXACA,SAN PABLO HUITZO,94.0,127.0,8.0,3.0,28.0,1.0,10.0,533.0,24.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,34.0,7.0,0.0,3.0,914
202921430,OAXACA,SAN PABLO HUITZO,10.0,47.0,8.0,7.0,9.0,2.0,7.0,91.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,200.0,OAXACA,SAN PABLO HUITZO,14.0,33.0,5.0,1.0,22.0,2.0,1.0,86.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,1.0,200
202931431,OAXACA,SAN PABLO HUIXTEPEC,100.0,255.0,33.0,22.0,86.0,9.0,6.0,516.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,0.0,1.0,1108.0,OAXACA,SAN PABLO HUIXTEPEC,80.0,195.0,12.0,2.0,108.0,5.0,2.0,612.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,9.0,1.0,5.0,1119
202931432,OAXACA,SAN PABLO HUIXTEPEC,92.0,192.0,20.0,22.0,81.0,14.0,16.0,455.0,13.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,6.0,7.0,0.0,1.0,985.0,OAXACA,SAN PABLO HUIXTEPEC,84.0,157.0,9.0,7.0,90.0,7.0,7.0,520.0,8.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,12.0,8.0,3.0,1.0,983
202931433,OAXACA,SAN PABLO HUIXTEPEC,126.0,191.0,28.0,13.0,95.0,8.0,9.0,447.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,5.0,0.0,1.0,981.0,OAXACA,SAN PABLO HUIXTEPEC,95.0,145.0,11.0,3.0,95.0,2.0,2.0,539.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5.0,1.0,1.0,954
202931434,OAXACA,SAN PABLO HUIXTEPEC,68.0,237.0,29.0,12.0,78.0,13.0,4.0,330.0,12.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,7.0,4.0,0.0,1.0,847.0,OAXACA,SAN PABLO HUIXTEPEC,61.0,168.0,8.0,1.0,99.0,7.0,0.0,405.0,15.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,7.0,8.0,1.0,0.0,847
202931435,OAXACA,SAN PABLO HUIXTEPEC,70.0,199.0,25.0,13.0,70.0,6.0,3.0,278.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,721.0,OAXACA,SAN PABLO HUIXTEPEC,63.0,163.0,10.0,4.0,82.0,3.0,1.0,333.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,722
202931436,OAXACA,SAN PABLO HUIXTEPEC,67.0,212.0,26.0,14.0,76.0,9.0,8.0,290.0,9.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,9.0,0.0,0.0,787.0,OAXACA,SAN PABLO HUIXTEPEC,149.0,148.0,14.0,7.0,103.0,3.0,2.0,332.0,15.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,15.0,10.0,1.0,2.0,853
202941437,OAXACA,SAN PABLO MACUILTIANGUIS,2.0,14.0,8.0,5.0,22.0,3.0,8.0,387.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,2.0,0.0,1.0,489.0,OAXACA,SAN PABLO MACUILTIANGUIS,3.0,15.0,7.0,0.0,29.0,3.0,2.0,388.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0,2.0,1.0,2.0,491
202951438,OAXACA,SAN PABLO TIJALTEPEC,11.0,26.0,145.0,12.0,31.0,10.0,6.0,170.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,457.0,OAXACA,SAN PABLO TIJALTEPEC,6.0,26.0,53.0,7.0,48.0,10.0,10.0,246.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,457
202951439,OAXACA,SAN PABLO TIJALTEPEC,15.0,24.0,156.0,7.0,23.0,4.0,9.0,131.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,439.0,OAXACA,SAN PABLO TIJALTEPEC,7.0,26.0,66.0,2.0,27.0,7.0,6.0,222.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,439
202961440,OAXACA,SAN PABLO VILLA DE MITLA,78.0,239.0,17.0,215.0,41.0,22.0,14.0,289.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,4.0,1006.0,OAXACA,SAN PABLO VILLA DE MITLA,62.0,191.0,1.0,123.0,90.0,10.0,5.0,365.0,17.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,34.0,4.0,0.0,5.0,1005
202961441,OAXACA,SAN PABLO VILLA DE MITLA,78.0,197.0,14.0,161.0,53.0,21.0,13.0,309.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,6.0,1.0,0.0,957.0,OAXACA,SAN PABLO VILLA DE MITLA,124.0,185.0,11.0,76.0,109.0,14.0,6.0,801.0,24.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,38.0,13.0,3.0,12.0,1504
202961442,OAXACA,SAN PABLO VILLA DE MITLA,90.0,235.0,15.0,327.0,50.0,24.0,22.0,321.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,1189.0,OAXACA,SAN PABLO VILLA DE MITLA,114.0,192.0,8.0,111.0,93.0,8.0,4.0,463.0,17.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,14.0,2.0,2.0,4.0,1121
202961443,OAXACA,SAN PABLO VILLA DE MITLA,96.0,231.0,16.0,237.0,75.0,17.0,15.0,374.0,20.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,7.0,7.0,2.0,6.0,1187.0,OAXACA,SAN PABLO VILLA DE MITLA,92.0,181.0,5.0,119.0,102.0,4.0,3.0,498.0,38.0,0.0,2.0,0.0,0.0,2.0,7.0,1.0,1.0,38.0,9.0,0.0,3.0,1186
202961444,OAXACA,SAN PABLO VILLA DE MITLA,135.0,366.0,31.0,265.0,87.0,41.0,28.0,451.0,23.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,1511.0,OAXACA,SAN PABLO VILLA DE MITLA,114.0,261.0,9.0,126.0,130.0,12.0,3.0,659.0,38.0,2.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,20.0,7.0,0.0,8.0,1510
202961445,OAXACA,SAN PABLO VILLA DE MITLA,8.0,48.0,5.0,38.0,27.0,3.0,5.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,202.0,OAXACA,SAN PABLO VILLA DE MITLA,8.0,53.0,0.0,35.0,19.0,2.0,3.0,38.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,1.0,0.0,0.0,201
202961446,OAXACA,SAN PABLO VILLA DE MITLA,20.0,63.0,3.0,56.0,46.0,7.0,7.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,355.0,OAXACA,SAN PABLO VILLA DE MITLA,19.0,50.0,4.0,47.0,44.0,4.0,1.0,139.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,3.0,355
202961447,OAXACA,SAN PABLO VILLA DE MITLA,42.0,321.0,19.0,287.0,76.0,15.0,15.0,84.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,957.0,OAXACA,SAN PABLO VILLA DE MITLA,91.0,271.0,10.0,202.0,92.0,12.0,6.0,155.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,957
202971448,OAXACA,SAN PABLO YAGANIZA,4.0,60.0,14.0,1.0,21.0,8.0,8.0,311.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,448.0,OAXACA,SAN PABLO YAGANIZA,2.0,59.0,14.0,1.0,21.0,4.0,7.0,319.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,448
202981449,OAXACA,SAN PEDRO AMUZGOS,5.0,525.0,668.0,4.0,11.0,3.0,2.0,333.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1604.0,OAXACA,SAN PEDRO AMUZGOS,4.0,474.0,522.0,4.0,31.0,2.0,1.0,513.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,3.0,0.0,1.0,1603
202981450,OAXACA,SAN PEDRO AMUZGOS,3.0,264.0,360.0,2.0,5.0,4.0,2.0,213.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,875.0,OAXACA,SAN PEDRO AMUZGOS,2.0,235.0,225.0,1.0,23.0,4.0,0.0,342.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,874
202981451,OAXACA,SAN PEDRO AMUZGOS,7.0,350.0,339.0,0.0,8.0,0.0,2.0,199.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,931.0,OAXACA,SAN PEDRO AMUZGOS,16.0,308.0,228.0,0.0,23.0,0.0,1.0,312.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,928
202991452,OAXACA,SAN PEDRO APOSTOL,24.0,24.0,20.0,8.0,10.0,7.0,6.0,144.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,271.0,OAXACA,SAN PEDRO APOSTOL,19.0,18.0,16.0,5.0,15.0,1.0,2.0,153.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,271
202991453,OAXACA,SAN PEDRO APOSTOL,22.0,33.0,33.0,13.0,24.0,14.0,7.0,223.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,398.0,OAXACA,SAN PEDRO APOSTOL,27.0,27.0,18.0,7.0,28.0,6.0,3.0,237.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,5.0,398
203001454,OAXACA,SAN PEDRO ATOYAC,9.0,11.0,335.0,3.0,6.0,7.0,270.0,91.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,764.0,OAXACA,SAN PEDRO ATOYAC,5.0,4.0,261.0,2.0,10.0,1.0,245.0,199.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,767
203001455,OAXACA,SAN PEDRO ATOYAC,11.0,38.0,476.0,9.0,5.0,6.0,441.0,127.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1162.0,OAXACA,SAN PEDRO ATOYAC,29.0,24.0,335.0,9.0,16.0,3.0,393.0,297.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,1161
203001456,OAXACA,SAN PEDRO ATOYAC,0.0,1.0,92.0,1.0,5.0,4.0,33.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,261.0,OAXACA,SAN PEDRO ATOYAC,0.0,1.0,64.0,1.0,9.0,2.0,42.0,120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,260
203001457,OAXACA,SAN PEDRO ATOYAC,2.0,3.0,106.0,1.0,1.0,0.0,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,OAXACA,SAN PEDRO ATOYAC,0.0,0.0,35.0,0.0,9.0,0.0,35.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,198
203011458,OAXACA,SAN PEDRO CAJONOS,15.0,57.0,12.0,3.0,31.0,11.0,6.0,298.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,463.0,OAXACA,SAN PEDRO CAJONOS,13.0,52.0,10.0,2.0,31.0,7.0,1.0,311.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,464
203021459,OAXACA,SAN PEDRO COXCALTEPEC CANTAROS,9.0,36.0,15.0,9.0,57.0,6.0,5.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,256.0,OAXACA,SAN PEDRO COXCALTEPEC CANTAROS,10.0,31.0,11.0,5.0,55.0,3.0,3.0,107.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,251
203021460,OAXACA,SAN PEDRO COXCALTEPEC CANTAROS,2.0,11.0,1.0,3.0,12.0,2.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,OAXACA,SAN PEDRO COXCALTEPEC CANTAROS,2.0,10.0,3.0,1.0,8.0,3.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,76
203031461,OAXACA,SAN PEDRO COMITANCILLO,15.0,168.0,331.0,5.0,87.0,7.0,11.0,791.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,2.0,1599.0,OAXACA,SAN PEDRO COMITANCILLO,15.0,128.0,121.0,3.0,165.0,3.0,3.0,1045.0,24.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,4.0,0.0,2.0,1598
203031462,OAXACA,SAN PEDRO COMITANCILLO,18.0,200.0,118.0,8.0,36.0,17.0,6.0,642.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,1151.0,OAXACA,SAN PEDRO COMITANCILLO,20.0,146.0,36.0,4.0,48.0,5.0,1.0,801.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,10.0,6.0,1.0,2.0,1150
203041463,OAXACA,SAN PEDRO EL ALTO,133.0,143.0,38.0,23.0,153.0,20.0,16.0,337.0,19.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,4.0,15.0,2.0,2.0,997.0,OAXACA,SAN PEDRO EL ALTO,71.0,136.0,30.0,10.0,169.0,13.0,9.0,423.0,20.0,0.0,2.0,2.0,2.0,3.0,7.0,0.0,1.0,13.0,10.0,1.0,3.0,1002
203041464,OAXACA,SAN PEDRO EL ALTO,84.0,126.0,23.0,10.0,58.0,6.0,9.0,85.0,5.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,4.0,0.0,1.0,447.0,OAXACA,SAN PEDRO EL ALTO,51.0,124.0,28.0,10.0,72.0,3.0,5.0,121.0,3.0,1.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,7.0,0.0,2.0,483
203051465,OAXACA,SAN PEDRO HUAMELULA,6.0,82.0,13.0,25.0,30.0,12.0,5.0,436.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,0.0,1.0,676.0,OAXACA,SAN PEDRO HUAMELULA,10.0,51.0,5.0,19.0,24.0,3.0,7.0,500.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,11.0,5.0,0.0,1.0,676
203051466,OAXACA,SAN PEDRO HUAMELULA,18.0,76.0,18.0,23.0,36.0,7.0,8.0,488.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,746.0,OAXACA,SAN PEDRO HUAMELULA,17.0,65.0,6.0,7.0,46.0,3.0,6.0,532.0,14.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,745
203051467,OAXACA,SAN PEDRO HUAMELULA,0.0,22.0,0.0,3.0,1.0,0.0,4.0,109.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,OAXACA,SAN PEDRO HUAMELULA,1.0,18.0,0.0,2.0,1.0,0.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,147
203051468,OAXACA,SAN PEDRO HUAMELULA,42.0,57.0,39.0,29.0,27.0,16.0,7.0,506.0,11.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,7.0,2.0,0.0,1.0,801.0,OAXACA,SAN PEDRO HUAMELULA,7.0,48.0,20.0,13.0,37.0,8.0,6.0,584.0,17.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,11.0,6.0,0.0,3.0,800
203051469,OAXACA,SAN PEDRO HUAMELULA,6.0,37.0,12.0,13.0,21.0,7.0,3.0,142.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,271.0,OAXACA,SAN PEDRO HUAMELULA,5.0,30.0,10.0,9.0,15.0,1.0,2.0,164.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,3.0,0.0,3.0,269
203051470,OAXACA,SAN PEDRO HUAMELULA,35.0,125.0,17.0,72.0,56.0,21.0,14.0,835.0,21.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,16.0,4.0,0.0,1.0,1280.0,OAXACA,SAN PEDRO HUAMELULA,15.0,100.0,2.0,32.0,88.0,8.0,8.0,928.0,27.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,25.0,4.0,2.0,5.0,1301
203051471,OAXACA,SAN PEDRO HUAMELULA,15.0,119.0,21.0,93.0,63.0,8.0,13.0,819.0,20.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,1.0,15.0,2.0,0.0,7.0,1266.0,OAXACA,SAN PEDRO HUAMELULA,14.0,101.0,4.0,51.0,50.0,1.0,7.0,920.0,21.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,15.0,6.0,5.0,14.0,1266
203061472,OAXACA,SAN PEDRO HUILOTEPEC,123.0,473.0,158.0,20.0,90.0,33.0,9.0,625.0,30.0,4.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,12.0,4.0,0.0,0.0,1670.0,OAXACA,SAN PEDRO HUILOTEPEC,51.0,389.0,57.0,5.0,152.0,9.0,5.0,836.0,51.0,5.0,1.0,0.0,1.0,6.0,9.0,0.0,0.0,22.0,4.0,2.0,6.0,1673
203071473,OAXACA,SAN PEDRO IXCATLAN,18.0,356.0,8.0,6.0,3.0,15.0,10.0,784.0,8.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1240.0,OAXACA,SAN PEDRO IXCATLAN,33.0,316.0,4.0,2.0,13.0,14.0,6.0,794.0,13.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,1242
203071474,OAXACA,SAN PEDRO IXCATLAN,28.0,429.0,6.0,12.0,22.0,31.0,19.0,813.0,15.0,0.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1420.0,OAXACA,SAN PEDRO IXCATLAN,54.0,367.0,7.0,8.0,29.0,28.0,12.0,834.0,10.0,1.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,1420
203071475,OAXACA,SAN PEDRO IXCATLAN,6.0,168.0,4.0,5.0,1.0,7.0,1.0,138.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,OAXACA,SAN PEDRO IXCATLAN,8.0,161.0,3.0,6.0,1.0,6.0,1.0,145.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,342
