h0303,h0305,h0306,h0307,h0308,h0312,h0317a,h0317g,h0318,h0327,h0324,h0317aint,h0317gint,h0317
7,4,1,2,2,1,2,1,1,2,Estudiante,6,1.0,7.0
67,1,1,3,3,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
50,1,1,3,3,1,2,2,1,1,Trabajador por su cuenta,6,2.0,8.0
46,2,1,3,2,1,1,2,1,1,Trabajador por su cuenta,3,2.0,5.0
25,3,1,1,1,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
24,3,1,1,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
8,4,1,1,2,1,2,3,1,1,Estudiante,6,3.0,9.0
3,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
50,1,1,3,3,1,2,2,1,1,Trabajador por su cuenta,6,2.0,8.0
46,2,1,3,2,1,1,2,1,1,Trabajador por su cuenta,3,2.0,5.0
25,3,1,1,1,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
24,3,1,1,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
8,4,1,1,2,1,2,3,1,1,Estudiante,6,3.0,9.0
3,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
61,1,1,3,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
54,2,1,3,3,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
66,1,1,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
58,1,1,3,3,1,2,3,1,1,Trabajador por su cuenta,6,3.0,9.0
53,2,1,2,2,1,8,3,1,1,Trabajador por su cuenta,18,3.0,21.0
33,1,1,2,2,1,10,3,1,3,Trabajador por su cuenta,18,3.0,21.0
34,2,1,2,2,1,10,3,1,3,Quehaceres del hogar,18,3.0,21.0
6,3,1,1,1,1,2,1,2,3,Incapacitado,6,1.0,7.0
4,3,1,1,1,1,1,2,1,3,Estudiante,3,2.0,5.0
3,3,1,1,1,1,1,1,1,3,Estudiante,3,1.0,4.0
63,1,1,2,3,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
40,1,1,2,3,1,3,2,1,1,Empleado,12,2.0,14.0
42,2,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
14,3,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
4,3,1,1,1,1,1,2,1,1,Quehaceres del hogar,3,2.0,5.0
59,1,1,3,2,1,4,2,1,1,Trabajador por su cuenta,15,2.0,17.0
56,2,2,2,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
51,1,1,2,3,1,2,6,1,2,Incapacitado,6,6.0,12.0
23,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
21,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
14,4,1,2,2,1,3,2,1,2,Quehaceres del hogar,12,2.0,14.0
5,4,1,1,2,1,1,2,2,2,Incapacitado,3,2.0,5.0
3,4,1,1,2,1,1,1,1,2,Incapacitado,3,1.0,4.0
51,1,1,2,3,1,2,6,1,2,Incapacitado,6,6.0,12.0
23,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
21,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
14,4,1,2,2,1,3,2,1,2,Quehaceres del hogar,12,2.0,14.0
5,4,1,1,2,1,1,2,2,2,Incapacitado,3,2.0,5.0
3,4,1,1,2,1,1,1,1,2,Incapacitado,3,1.0,4.0
45,1,2,3,2,1,10,3,1,1,Empleado,18,3.0,21.0
28,1,2,2,2,1,10,4,1,2,Trabajador por su cuenta,18,4.0,22.0
43,1,1,3,3,1,10,2,1,1,Trabajador por su cuenta,18,2.0,20.0
37,8,1,2,2,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
60,1,1,3,3,1,3,1,1,1,Quehaceres del hogar,12,1.0,13.0
41,3,1,1,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
39,3,1,1,2,1,4,3,1,1,Obrero,15,3.0,18.0
35,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
15,4,1,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
9,4,1,1,1,1,2,3,1,1,Estudiante,6,3.0,9.0
60,1,1,3,3,1,3,1,1,1,Quehaceres del hogar,12,1.0,13.0
41,3,1,1,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
39,3,1,1,2,1,4,3,1,1,Obrero,15,3.0,18.0
35,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
15,4,1,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
9,4,1,1,1,1,2,3,1,1,Estudiante,6,3.0,9.0
52,1,1,3,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
34,3,1,1,2,1,3,1,1,2,Empleado,12,1.0,13.0
33,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
52,1,1,3,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
34,3,1,1,2,1,3,1,1,2,Empleado,12,1.0,13.0
33,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
48,1,1,2,3,1,2,4,1,2,Trabajador por su cuenta,6,4.0,10.0
43,2,1,3,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
24,3,1,1,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
20,3,1,1,1,1,10,1,1,2,Estudiante,18,1.0,19.0
18,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
17,3,1,1,1,1,4,2,1,2,Estudiante,15,2.0,17.0
30,1,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
28,2,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
7,3,1,1,1,1,2,1,2,2,Jornalero o peón,6,1.0,7.0
4,3,1,1,1,1,1,1,1,2,Estudiante,3,1.0,4.0
38,1,2,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
16,3,3,1,2,1,4,2,1,1,Estudiante,15,2.0,17.0
14,3,3,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
92,1,1,3,3,1,2,6,1,1,Otra situación,6,6.0,12.0
53,3,1,3,1,1,2,2,1,1,Trabajador por su cuenta,6,2.0,8.0
10,4,1,1,2,1,2,4,1,1,Estudiante,6,4.0,10.0
44,1,1,2,2,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
29,2,1,2,2,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
14,3,1,1,1,1,3,2,1,2,Trabajador sin pago,12,2.0,14.0
13,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
3,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
70,1,1,3,3,1,2,2,1,2,Trabajador por su cuenta,6,2.0,8.0
47,3,1,3,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
44,3,1,3,1,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
43,3,1,3,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
40,5,1,2,2,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
21,4,1,1,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
18,4,1,1,1,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
17,4,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
15,4,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
7,4,1,1,1,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
9,4,1,1,2,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
70,1,1,3,3,1,2,2,1,2,Trabajador por su cuenta,6,2.0,8.0
47,3,1,3,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
44,3,1,3,1,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
43,3,1,3,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
40,5,1,2,2,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
21,4,1,1,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
18,4,1,1,1,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
17,4,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
15,4,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
7,4,1,1,1,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
9,4,1,1,2,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
36,1,1,3,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
32,2,1,2,2,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
11,3,1,1,1,1,2,6,1,2,Estudiante,6,6.0,12.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
3,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
47,1,1,2,2,1,2,6,1,1,Otra situación,6,6.0,12.0
21,5,1,2,2,1,4,2,1,1,Quehaceres del hogar,15,2.0,17.0
16,3,1,1,3,1,3,3,1,1,Empleado,12,3.0,15.0
11,3,1,1,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
3,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
47,1,1,2,2,1,2,6,1,1,Otra situación,6,6.0,12.0
21,5,1,2,2,1,4,2,1,1,Quehaceres del hogar,15,2.0,17.0
16,3,1,1,3,1,3,3,1,1,Empleado,12,3.0,15.0
11,3,1,1,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
3,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
75,1,1,3,3,1,2,6,1,6,Jornalero o peón,6,6.0,12.0
75,2,1,3,3,1,0, ,2,6,Jornalero o peón,0,,0.0
50,3,1,1,1,1,2,6,1,6,Jornalero o peón,6,6.0,12.0
41,3,1,1,1,1,3,3,1,6,Jornalero o peón,12,3.0,15.0
75,1,1,3,3,1,2,6,1,6,Jornalero o peón,6,6.0,12.0
75,2,1,3,3,1,0, ,2,6,Jornalero o peón,0,,0.0
50,3,1,1,1,1,2,6,1,6,Jornalero o peón,6,6.0,12.0
41,3,1,1,1,1,3,3,1,6,Jornalero o peón,12,3.0,15.0
52,1,1,2,2,1,3,3,1,1,Obrero,12,3.0,15.0
45,2,1,2,3,1,2,1,1,1,Trabajador por su cuenta,6,1.0,7.0
24,3,1,1,1,1,4,1,1,1,Obrero,15,1.0,16.0
22,3,1,1,1,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
18,3,1,1,1,1,4,3,1,1,Obrero,15,3.0,18.0
45,1,1,3,3,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
13,3,1,1,2,1,3,1,1,1,Otra situación,12,1.0,13.0
10,3,1,1,2,1,2,4,1,1,Estudiante,6,4.0,10.0
7,3,1,1,2,1,2,2,1,1,Estudiante,6,2.0,8.0
54,1,1,2,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
49,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
29,3,1,1,1,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
28,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
23,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
21,3,1,1,1,1,4,1,1,1,Busco Trabajo,15,1.0,16.0
6,4,1,1,1,1,1,1,2,1,Estudiante,3,1.0,4.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
54,1,1,2,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
49,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
29,3,1,1,1,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
28,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
23,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
21,3,1,1,1,1,4,1,1,1,Busco Trabajo,15,1.0,16.0
6,4,1,1,1,1,1,1,2,1,Estudiante,3,1.0,4.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
48,1,1,2,2,1,2,6,2,1,Jornalero o peón,6,6.0,12.0
22,3,1,1,3,1,4,2,1,1,Jornalero o peón,15,2.0,17.0
19,3,1,1,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
16,3,1,1,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
15,3,1,1,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
11,3,1,1,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
8,3,1,1,3,1,2,2,2,1,Incapacitado,6,2.0,8.0
5,3,1,1,3,1,0, ,2,1,Incapacitado,0,,0.0
47,1,1,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
20,3,1,1,3,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
13,3,1,1,3,1,3,1,1,1,Trabajador sin pago,12,1.0,13.0
4,4,1,1,3,1,0, ,1,1,Estudiante,0,,0.0
1,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
46,1,1,3,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
47,2,1,2,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
20,3,1,1,1,1,4,3,1,1,Otra situación,15,3.0,18.0
18,3,1,1,1,1,4,3,1,1,Otra situación,15,3.0,18.0
4,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
46,1,1,3,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
47,2,1,2,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
20,3,1,1,1,1,4,3,1,1,Otra situación,15,3.0,18.0
18,3,1,1,1,1,4,3,1,1,Otra situación,15,3.0,18.0
4,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
77,1,1,3,3,1,2,3,1,6,Otra situación,6,3.0,9.0
54,1,1,3,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
45,2,1,2,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
16,3,1,1,1,1,4,2,1,1,Empleado,15,2.0,17.0
12,3,1,1,1,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
3,4,1,2,2,1,0, ,1,1,Estudiante,0,,0.0
27,1,1,2,2,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
20,2,1,2,2,1,4,2,1,1,Quehaceres del hogar,15,2.0,17.0
1,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
47,1,1,2,3,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
46,2,1,2,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
20,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
18,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
15,3,1,1,1,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
47,1,1,2,3,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
46,2,1,2,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
20,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
18,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
15,3,1,1,1,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
61,1,1,3,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
48,2,1,2,3,1,2,1,1,2,Quehaceres del hogar,6,1.0,7.0
27,3,1,1,1,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
24,5,1,2,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
22,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
19,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
16,3,1,1,1,1,4,2,1,2,Estudiante,15,2.0,17.0
15,5,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
2,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
61,1,1,3,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
48,2,1,2,3,1,2,1,1,2,Quehaceres del hogar,6,1.0,7.0
27,3,1,1,1,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
24,5,1,2,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
22,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
19,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
16,3,1,1,1,1,4,2,1,2,Estudiante,15,2.0,17.0
15,5,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
2,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
58,1,1,3,3,1,2,2,1,1,Jornalero o peón,6,2.0,8.0
28,3,1,1,9,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
24,5,1,2,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
8,4,1,1,1,1,1,3,1,1,Estudiante,3,3.0,6.0
6,4,1,1,1,1,2,1,2,1,Estudiante,6,1.0,7.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
58,1,1,3,3,1,2,2,1,1,Jornalero o peón,6,2.0,8.0
28,3,1,1,9,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
24,5,1,2,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
8,4,1,1,1,1,1,3,1,1,Estudiante,3,3.0,6.0
6,4,1,1,1,1,2,1,2,1,Estudiante,6,1.0,7.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
68,1,1,3,3,1,2,3,1,1,Jornalero o peón,6,3.0,9.0
73,2,1,3,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
40,1,1,1,3,1,2,6,1,1,Obrero,6,6.0,12.0
62,6,1,3,3,1,2,4,1,1,Trabajador sin pago,6,4.0,10.0
39,8,1,1,3,1,2,6,1,1,Obrero,6,6.0,12.0
15,8,1,2,2,1,3,3,1,1,Estudiante,12,3.0,15.0
40,1,1,1,3,1,2,6,1,1,Obrero,6,6.0,12.0
62,6,1,3,3,1,2,4,1,1,Trabajador sin pago,6,4.0,10.0
39,8,1,1,3,1,2,6,1,1,Obrero,6,6.0,12.0
15,8,1,2,2,1,3,3,1,1,Estudiante,12,3.0,15.0
30,1,1,2,3,1,4,3,1,2,Empleado,15,3.0,18.0
34,2,1,2,2,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
3,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
0,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
71,1,1,3,3,1,2,2,1,1,Obrero,6,2.0,8.0
69,2,1,3,3,1,2,2,1,1,Trabajador sin pago,6,2.0,8.0
47,3,1,1,1,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
38,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
32,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
71,1,1,3,3,1,2,2,1,1,Obrero,6,2.0,8.0
69,2,1,3,3,1,2,2,1,1,Trabajador sin pago,6,2.0,8.0
47,3,1,1,1,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
38,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
32,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
34,1,1,3,2,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
11,3,1,1,2,1,2,6,1,2,Estudiante,6,6.0,12.0
5,3,1,1,2,1,1,3,2,2,Estudiante,3,3.0,6.0
1,3,1,1,2,1,1, ,1,2,Estudiante,3,,0.0
60,1,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
24,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
22,3,1,1,3,1,4,3,1,3,Jornalero o peón,15,3.0,18.0
19,5,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
5,4,1,1,2,1,0, ,2,3,Incapacitado,0,,0.0
60,1,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
24,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
22,3,1,1,3,1,4,3,1,3,Jornalero o peón,15,3.0,18.0
19,5,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
5,4,1,1,2,1,0, ,2,3,Incapacitado,0,,0.0
26,1,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
27,2,1,2,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
9,3,1,1,1,1,2,4,1,2,Estudiante,6,4.0,10.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
36,1,1,2,3,1,4,3,1,1,Empleado,15,3.0,18.0
16,3,1,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
12,3,1,1,2,1,2,5,1,1,Estudiante,6,5.0,11.0
8,3,1,1,2,1,2,3,1,1,Estudiante,6,3.0,9.0
33,1,1,2,2,1,4,2,1,1,Empleado,15,2.0,17.0
30,2,1,2,2,1,9,5,1,1,Quehaceres del hogar,19,5.0,24.0
2,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
62,1,1,3,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
56,2,1,3,3,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
24,3,1,1,1,1,4,3,1,2,Jornalero o peón,15,3.0,18.0
62,1,1,3,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
56,2,1,3,3,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
24,3,1,1,1,1,4,3,1,2,Jornalero o peón,15,3.0,18.0
47,1,1,2,2,1,2,4,1,1,Obrero,6,4.0,10.0
38,2,1,2,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
17,3,1,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
15,3,1,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
13,3,1,1,1,1,3,1,1,1,Patrón o empleador,12,1.0,13.0
47,1,1,2,2,1,2,4,1,1,Obrero,6,4.0,10.0
38,2,1,2,3,1,2,6,1,1,Trabajador sin pago,6,6.0,12.0
17,3,1,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
15,3,1,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
13,3,1,1,1,1,3,1,1,1,Patrón o empleador,12,1.0,13.0
92,1,1,3,3,1,2,2,1,1,Otra situación,6,2.0,8.0
65,3,1,3,1,1,2,3,1,4,Quehaceres del hogar,6,3.0,9.0
32,4,1,1,3,1,3,3,1,3,Trabajador sin pago,12,3.0,15.0
27,4,1,1,3,1,4,3,1,1,Empleado,15,3.0,18.0
23,4,1,1,3,1,4,1,1,1,Quehaceres del hogar,15,1.0,16.0
20,4,1,1,3,1,2,6,1,3,Obrero,6,6.0,12.0
1,8,1,1,2,1,1, ,1,1,Estudiante,3,,0.0
92,1,1,3,3,1,2,2,1,1,Otra situación,6,2.0,8.0
65,3,1,3,1,1,2,3,1,4,Quehaceres del hogar,6,3.0,9.0
32,4,1,1,3,1,3,3,1,3,Trabajador sin pago,12,3.0,15.0
27,4,1,1,3,1,4,3,1,1,Empleado,15,3.0,18.0
23,4,1,1,3,1,4,1,1,1,Quehaceres del hogar,15,1.0,16.0
20,4,1,1,3,1,2,6,1,3,Obrero,6,6.0,12.0
1,8,1,1,2,1,1, ,1,1,Estudiante,3,,0.0
47,1,1,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
44,2,2,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
21,3,2,1,1,1,3,3,1,1,Busco Trabajo,12,3.0,15.0
21,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
16,3,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
15,3,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
47,1,1,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
44,2,2,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
21,3,2,1,1,1,3,3,1,1,Busco Trabajo,12,3.0,15.0
21,5,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
16,3,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
15,3,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
53,1,1,2,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
52,2,2,2,2,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
70,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
52,3,1,1,3,1,4,2,1,1,Trabajador por su cuenta,15,2.0,17.0
45,3,1,1,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
35,3,1,1,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
25,3,1,1,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
70,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
52,3,1,1,3,1,4,2,1,1,Trabajador por su cuenta,15,2.0,17.0
45,3,1,1,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
35,3,1,1,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
25,3,1,1,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
29,1,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
23,2,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
5,3,2,1,1,1,1,2,1,1,Estudiante,3,2.0,5.0
51,1,1,3,3,1,3,3,1,4,Empleado,12,3.0,15.0
45,2,2,2,2,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
26,3,1,1,1,1,2,6,2,4,Empleado,6,6.0,12.0
24,3,1,1,1,1,2,6,1,4,Empleado,6,6.0,12.0
22,3,1,1,1,1,3,3,1,4,Obrero,12,3.0,15.0
20,3,1,1,1,1,2,6,1,4,Empleado,6,6.0,12.0
21,5,1,2,2,1,2,6,1,4,Quehaceres del hogar,6,6.0,12.0
20,5,1,2,2,1,2,6,1,4,Quehaceres del hogar,6,6.0,12.0
4,4,1,1,2,1,1,2,1,4,Estudiante,3,2.0,5.0
2,4,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
1,4,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
48,1,1,2,2,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
42,2,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
17,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
14,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
48,1,1,2,2,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
42,2,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
17,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
14,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
33,1,1,2,3,1,3,3,1,1,Empleado,12,3.0,15.0
33,2,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
12,3,1,1,1,1,3,1,1,1,Estudiante,12,1.0,13.0
8,3,1,1,1,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
0,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
46,1,1,2,2,1,2,6,1,4,Jornalero o peón,6,6.0,12.0
47,2,2,2,2,1,2,6,1,4,Trabajador por su cuenta,6,6.0,12.0
