h0303,h0305,h0306,h0307,h0308,h0312,h0317a,h0317g,h0318,h0327,h0324,h0317aint,h0317gint,h0317
18,3,1,1,1,1,4,3,1,4,Estudiante,15,3.0,18.0
12,3,1,1,1,1,3,1,1,4,Estudiante,12,1.0,13.0
47,1,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
47,2,1,2,2,1,10,2,1,1,Empleado,18,2.0,20.0
24,3,1,1,1,1,10,1,1,1,Empleado,18,1.0,19.0
19,3,1,1,1,1,4,3,1,1,Estudiante,15,3.0,18.0
13,3,2,1,1,1,3,1,1,1,Estudiante,12,1.0,13.0
52,1,1,3,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
49,2,1,2,2,1,0, ,1,2,Trabajador por su cuenta,0,,0.0
19,3,1,1,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
16,3,1,1,1,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
69,1,1,3,3,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
65,2,1,2,2,1,0, ,2,1,Quehaceres del hogar,0,,0.0
26,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
69,1,1,3,3,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
65,2,1,2,2,1,0, ,2,1,Quehaceres del hogar,0,,0.0
26,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
45,1,1,2,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
24,5,1,2,3,1,2,6,1,1,Empleado,6,6.0,12.0
23,3,1,1,3,1,10,2,1,1,Empleado,18,2.0,20.0
19,3,2,1,2,1,10,2,1,1,Empleado,18,2.0,20.0
17,3,1,1,3,1,4,3,1,1,Estudiante,15,3.0,18.0
33,1,1,2,2,1,3,3,1,3,Trabajador por su cuenta,12,3.0,15.0
33,2,1,2,2,1,4,3,1,3,Trabajador por su cuenta,15,3.0,18.0
13,3,1,1,1,1,3,2,1,3,Estudiante,12,2.0,14.0
11,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
5,3,1,1,1,1,1,3,2,3,Incapacitado,3,3.0,6.0
52,1,1,3,3,1,0, ,2,1,Jornalero o peón,0,,0.0
47,2,1,3,3,1,0, ,2,1,Jornalero o peón,0,,0.0
17,3,1,1,1,1,2,5,1,1,Jornalero o peón,6,5.0,11.0
8,3,1,1,1,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
14,3,1,1,1,1,2,1,2,1,Jornalero o peón,6,1.0,7.0
70,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
48,1,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
47,2,1,2,3,1,0, ,2,2,Quehaceres del hogar,0,,0.0
29,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
28,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
18,3,1,1,1,1,2,6,1,2,Empleado,6,6.0,12.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
7,4,1,1,2,1,2,2,2,2,Incapacitado,6,2.0,8.0
48,1,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
47,2,1,2,3,1,0, ,2,2,Quehaceres del hogar,0,,0.0
29,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
28,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
18,3,1,1,1,1,2,6,1,2,Empleado,6,6.0,12.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
7,4,1,1,2,1,2,2,2,2,Incapacitado,6,2.0,8.0
27,1,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
29,2,1,2,2,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
8,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
46,1,1,2,2,1,0, ,1,1,Jornalero o peón,0,,0.0
39,2,1,2,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
21,3,1,1,1,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
21,5,2,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
20,5,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
15,3,1,1,1,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
4,4,2,1,1,1,1,2,1,1,Estudiante,3,2.0,5.0
46,1,1,2,2,1,0, ,1,1,Jornalero o peón,0,,0.0
39,2,1,2,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
21,3,1,1,1,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
21,5,2,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
20,5,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
15,3,1,1,1,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
4,4,2,1,1,1,1,2,1,1,Estudiante,3,2.0,5.0
66,1,1,3,3,1,2,4,2,1,Quehaceres del hogar,6,4.0,10.0
62,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
37,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
31,3,1,1,1,1,2,6,1,1,Busco Trabajo,6,6.0,12.0
2,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
66,1,1,3,3,1,2,4,2,1,Quehaceres del hogar,6,4.0,10.0
62,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
37,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
31,3,1,1,1,1,2,6,1,1,Busco Trabajo,6,6.0,12.0
2,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
72,1,1,3,3,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
69,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
52,1,1,2,3,1,2,2,1,1,Empleado,6,2.0,8.0
48,2,1,3,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
28,3,2,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
23,3,1,1,1,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
2,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
52,1,1,2,3,1,2,2,1,1,Empleado,6,2.0,8.0
48,2,1,3,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
28,3,2,1,1,1,3,3,1,1,Obrero,12,3.0,15.0
23,3,1,1,1,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
2,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
63,1,1,2,3,1,0, ,2,1,Jornalero o peón,0,,0.0
58,2,1,3,2,1,0, ,2,1,Quehaceres del hogar,0,,0.0
23,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
5,4,1,3,2,1,1,2,2,1,Incapacitado,3,2.0,5.0
63,1,1,2,3,1,0, ,2,1,Jornalero o peón,0,,0.0
58,2,1,3,2,1,0, ,2,1,Quehaceres del hogar,0,,0.0
23,3,1,1,1,1,2,6,1,1,Obrero,6,6.0,12.0
5,4,1,3,2,1,1,2,2,1,Incapacitado,3,2.0,5.0
37,1,1,2,2,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
29,2,1,2,2,1,2,6,1,4,Jornalero o peón,6,6.0,12.0
4,3,1,1,1,1,1,1,1,4,Estudiante,3,1.0,4.0
42,1,1,2,3,1,2,5,2,1,Trabajador por su cuenta,6,5.0,11.0
40,2,1,2,2,1,0, ,2,1,Empleado,0,,0.0
18,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
17,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
11,3,1,1,1,1,2,6,1,1,Estudiante,6,6.0,12.0
7,3,2,1,1,1,2,2,2,1,Trabajador sin pago,6,2.0,8.0
57,1,1,2,2,1,0, ,2,1,Empleado,0,,0.0
58,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
28,3,1,1,1,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
21,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
21,5,1,2,2,1,2,6,1,1,Empleado,6,6.0,12.0
16,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
4,4,1,1,2,1,1,1,1,1,Estudiante,3,1.0,4.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
57,1,1,2,2,1,0, ,2,1,Empleado,0,,0.0
58,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
28,3,1,1,1,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
21,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
21,5,1,2,2,1,2,6,1,1,Empleado,6,6.0,12.0
16,3,1,1,1,1,2,6,1,1,Empleado,6,6.0,12.0
4,4,1,1,2,1,1,1,1,1,Estudiante,3,1.0,4.0
1,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
71,1,1,2,2,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
66,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
64,1,1,3,3,1,2,5,1,1,Trabajador por su cuenta,6,5.0,11.0
57,2,1,2,2,1,2,5,1,1,Trabajador por su cuenta,6,5.0,11.0
29,3,1,1,1,1,0, ,2,1,Incapacitado,0,,0.0
53,1,1,2,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
53,2,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
26,3,1,1,1,1,8,3,1,1,Empleado,18,3.0,21.0
20,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
53,1,1,2,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
53,2,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
26,3,1,1,1,1,8,3,1,1,Empleado,18,3.0,21.0
20,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
58,1,1,3,3,1,2,5,1,1,Jornalero o peón,6,5.0,11.0
50,1,1,3,3,1,2,4,1,1,Trabajador por su cuenta,6,4.0,10.0
50,2,1,2,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
24,3,1,1,1,1,2,6,1,1,Incapacitado,6,6.0,12.0
20,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
16,3,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
50,1,1,3,3,1,2,4,1,1,Trabajador por su cuenta,6,4.0,10.0
50,2,1,2,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
24,3,1,1,1,1,2,6,1,1,Incapacitado,6,6.0,12.0
20,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
16,3,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
57,1,1,2,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
38,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
17,8,1,1,2,1,4,2,1,2,Empleado,15,2.0,17.0
14,3,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
5,3,1,1,1,1,1,2,2,2,Jornalero o peón,3,2.0,5.0
57,1,1,2,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
38,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
17,8,1,1,2,1,4,2,1,2,Empleado,15,2.0,17.0
14,3,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
5,3,1,1,1,1,1,2,2,2,Jornalero o peón,3,2.0,5.0
52,1,1,2,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
51,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
24,3,1,1,1,1,10,4,1,2,Busco Trabajo,18,4.0,22.0
15,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
52,1,1,2,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
51,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
24,3,1,1,1,1,10,4,1,2,Busco Trabajo,18,4.0,22.0
15,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
44,1,1,2,3,1,11,2,1,2,Trabajador por su cuenta,23,2.0,25.0
49,1,1,2,3,1,10,4,1,2,Empleado,18,4.0,22.0
50,1,1,3,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
48,2,1,2,3,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
16,3,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
12,3,1,1,1,1,2,6,1,1,Estudiante,6,6.0,12.0
27,1,1,2,2,1,4,3,1,1,Obrero,15,3.0,18.0
28,2,2,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
7,3,1,1,1,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
35,1,1,2,2,1,4,3,1,2,Jornalero o peón,15,3.0,18.0
34,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
18,8,1,1,2,1,4,3,1,2,Estudiante,15,3.0,18.0
14,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
12,3,1,1,1,1,2,6,1,2,Estudiante,6,6.0,12.0
37,1,1,2,2,1,10,4,1,1,Empleado,18,4.0,22.0
9,3,1,1,2,1,2,4,1,1,Estudiante,6,4.0,10.0
60,1,1,3,3,1,2,5,1,1,Trabajador por su cuenta,6,5.0,11.0
57,2,1,3,3,1,2,4,1,1,Trabajador por su cuenta,6,4.0,10.0
14,3,1,1,1,1,3,2,1,1,Trabajador por su cuenta,12,2.0,14.0
84,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
60,3,1,1,3,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
42,3,1,1,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
84,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
60,3,1,1,3,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
42,3,1,1,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
48,1,1,2,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
45,2,1,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
11,3,1,1,1,1,2,5,1,1,Estudiante,6,5.0,11.0
37,1,2,2,2,1,3,3,1,1,Patrón o empleador,12,3.0,15.0
9,3,1,1,2,1,2,3,1,1,Estudiante,6,3.0,9.0
8,3,1,1,2,1,2,2,1,1,Estudiante,6,2.0,8.0
66,1,1,3,3,1,0, ,2,1,Jornalero o peón,0,,0.0
57,2,1,2,2,1,2,3,1,1,Jornalero o peón,6,3.0,9.0
81,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
41,3,1,1,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
40,5,1,2,2,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
18,4,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
15,4,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
4,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
81,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
41,3,1,1,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
40,5,1,2,2,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
18,4,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
15,4,1,1,1,1,3,3,1,1,Estudiante,12,3.0,15.0
4,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
49,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
40,2,1,2,3,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
10,3,1,1,1,1,2,5,1,1,Estudiante,6,5.0,11.0
9,3,1,1,1,1,2,4,1,1,Estudiante,6,4.0,10.0
7,3,1,1,1,1,2,1,1,1,Quehaceres del hogar,6,1.0,7.0
49,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
40,2,1,2,3,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
10,3,1,1,1,1,2,5,1,1,Estudiante,6,5.0,11.0
9,3,1,1,1,1,2,4,1,1,Estudiante,6,4.0,10.0
7,3,1,1,1,1,2,1,1,1,Quehaceres del hogar,6,1.0,7.0
41,1,1,1,9,1,10,4,1,1,Trabajador por su cuenta,18,4.0,22.0
63,6,1,3,3,1,8,3,1,1,Quehaceres del hogar,18,3.0,21.0
15,3,1,1,2,1,3,3,1,1,Estudiante,12,3.0,15.0
4,3,1,1,2,1,1,2,1,1,Estudiante,3,2.0,5.0
41,1,1,1,9,1,10,4,1,1,Trabajador por su cuenta,18,4.0,22.0
63,6,1,3,3,1,8,3,1,1,Quehaceres del hogar,18,3.0,21.0
15,3,1,1,2,1,3,3,1,1,Estudiante,12,3.0,15.0
4,3,1,1,2,1,1,2,1,1,Estudiante,3,2.0,5.0
75,1,1,3,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
74,2,1,3,3,1,0, ,2,1,Jornalero o peón,0,,0.0
61,1,1,3,3,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
54,2,1,3,3,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
30,1,1,2,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
14,3,1,1,2,1,3,2,1,1,Estudiante,12,2.0,14.0
11,3,1,1,2,1,2,6,1,1,Estudiante,6,6.0,12.0
3,3,1,1,2,1,1,1,1,1,Estudiante,3,1.0,4.0
29,1,1,2,2,1,10,4,1,1,Trabajador por su cuenta,18,4.0,22.0
10,3,1,1,2,1,2,4,1,1,Estudiante,6,4.0,10.0
3,3,1,1,2,1,0, ,1,1,Estudiante,0,,0.0
77,1,1,3,3,1,2,3,1,1,Trabajador por su cuenta,6,3.0,9.0
76,2,1,3,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
45,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
45,2,1,3,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
24,3,1,1,1,1,4,3,1,1,Jornalero o peón,15,3.0,18.0
18,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
13,3,1,1,1,1,3,2,1,1,Estudiante,12,2.0,14.0
45,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
45,2,1,3,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
24,3,1,1,1,1,4,3,1,1,Jornalero o peón,15,3.0,18.0
18,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
13,3,1,1,1,1,3,2,1,1,Estudiante,12,2.0,14.0
32,1,2,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
32,2,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
14,3,2,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
11,3,2,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
51,1,1,3,3,1,0, ,1,2,Jornalero o peón,0,,0.0
55,2,1,3,3,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
29,3,1,1,1,1,4,3,1,2,Jornalero o peón,15,3.0,18.0
27,3,1,1,1,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
18,3,1,1,1,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
20,5,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
1,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
42,1,1,3,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
40,2,2,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
15,3,1,1,1,2,4,1,1,2,Estudiante,15,1.0,16.0
12,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
4,3,1,1,1,1,1,1,1,2,Estudiante,3,1.0,4.0
47,1,1,2,2,1,4,1,1,3,Empleado,15,1.0,16.0
41,2,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
17,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
15,3,1,1,1,1,4,1,1,3,Estudiante,15,1.0,16.0
12,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
5,3,1,1,1,1,1,2,2,3,Incapacitado,3,2.0,5.0
1,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
47,1,1,2,2,1,4,1,1,3,Empleado,15,1.0,16.0
41,2,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
17,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
15,3,1,1,1,1,4,1,1,3,Estudiante,15,1.0,16.0
12,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
5,3,1,1,1,1,1,2,2,3,Incapacitado,3,2.0,5.0
1,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
61,1,1,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
58,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
43,1,1,2,2,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
49,2,1,2,3,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
26,5,1,2,2,1,4,3,1,2,Trabajador sin pago,15,3.0,18.0
4,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
2,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
43,1,1,2,2,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
49,2,1,2,3,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
26,5,1,2,2,1,4,3,1,2,Trabajador sin pago,15,3.0,18.0
4,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
2,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
57,1,1,3,3,1,2,1,2,1,Incapacitado,6,1.0,7.0
56,2,2,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
26,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
57,1,1,3,3,1,2,1,2,1,Incapacitado,6,1.0,7.0
56,2,2,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
26,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
54,1,1,3,3,1,0, ,2,3,Empleado,0,,0.0
42,8,1,3,3,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
40,8,1,3,3,1,2,2,1,3,Jornalero o peón,6,2.0,8.0
38,8,1,3,3,1,2,3,1,3,Jornalero o peón,6,3.0,9.0
20,8,2,1,2,1,10,1,1,3,Otra situación,18,1.0,19.0
19,8,1,1,2,1,4,2,1,3,Busco Trabajo,15,2.0,17.0
12,8,2,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
8,8,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
54,1,1,3,3,1,0, ,2,3,Empleado,0,,0.0
42,8,1,3,3,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
40,8,1,3,3,1,2,2,1,3,Jornalero o peón,6,2.0,8.0
38,8,1,3,3,1,2,3,1,3,Jornalero o peón,6,3.0,9.0
20,8,2,1,2,1,10,1,1,3,Otra situación,18,1.0,19.0
19,8,1,1,2,1,4,2,1,3,Busco Trabajo,15,2.0,17.0
12,8,2,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
8,8,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
63,1,1,3,3,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
36,3,1,1,3,1,2,2,1,2,Jornalero o peón,6,2.0,8.0
35,3,1,1,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
28,3,1,1,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
28,5,1,2,3,1,3,3,1,2,Busco Trabajo,12,3.0,15.0
14,4,1,1,2,1,3,2,1,2,Trabajador sin pago,12,2.0,14.0
11,4,1,1,1,1,2,5,1,2,Busco Trabajo,6,5.0,11.0
11,4,1,1,2,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
6,4,1,1,1,1,1,3,1,2,Busco Trabajo,3,3.0,6.0
2,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
63,1,1,3,3,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
36,3,1,1,3,1,2,2,1,2,Jornalero o peón,6,2.0,8.0
35,3,1,1,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
28,3,1,1,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
28,5,1,2,3,1,3,3,1,2,Busco Trabajo,12,3.0,15.0
14,4,1,1,2,1,3,2,1,2,Trabajador sin pago,12,2.0,14.0
11,4,1,1,1,1,2,5,1,2,Busco Trabajo,6,5.0,11.0
11,4,1,1,2,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
6,4,1,1,1,1,1,3,1,2,Busco Trabajo,3,3.0,6.0
2,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
47,1,1,3,3,1,2,2,1,1,Trabajador por su cuenta,6,2.0,8.0
17,3,2,1,2,1,3,3,1,1,Empleado,12,3.0,15.0
16,3,2,1,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
12,3,2,1,2,1,2,6,1,1,Estudiante,6,6.0,12.0
33,1,2,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
30,2,1,3,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
12,3,1,1,1,1,2,6,1,1,Estudiante,6,6.0,12.0
7,3,1,1,1,1,2,1,1,1,Quehaceres del hogar,6,1.0,7.0
52,1,1,3,3,2,0, ,2,1,Empleado,0,,0.0
30,1,2,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
32,2,1,2,3,1,3,3,1,2,Empleado,12,3.0,15.0
51,1,2,2,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
49,2,2,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
16,3,2,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
35,1,1,2,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
35,2,1,2,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
31,1,1,2,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
6,3,1,1,2,1,1,3,1,1,Estudiante,3,3.0,6.0
4,3,1,1,2,1,1,1,1,1,Estudiante,3,1.0,4.0
46,1,1,3,3,1,3,1,1,1,Jornalero o peón,12,1.0,13.0
50,2,2,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
23,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
24,8,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
19,3,1,1,1,1,4,1,1,1,Empleado,15,1.0,16.0
46,1,1,3,3,1,3,1,1,1,Jornalero o peón,12,1.0,13.0
50,2,2,3,3,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
23,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
24,8,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
19,3,1,1,1,1,4,1,1,1,Empleado,15,1.0,16.0
